,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
15815,ONEAJE01,1998,Jermaine,O'neal,POR,N,35,8.86,2.57,1.2,1.57,2.77,0.37,0.11,0.4,0.4,1.17,2.37,1.03,1.0,0.51,0.03,0.0
15816,ONEASH01,1998,Shaquille,O'neal,LAL,N,49,34.8,26.31,3.82,6.9,10.71,2.33,0.73,1.67,2.49,3.16,18.06,10.41,10.16,5.49,0.02,0.0
15817,OSTERGR01,1998,Greg,Ostertag,UTA,N,48,27.92,5.69,2.19,5.06,7.25,0.48,0.25,2.73,0.94,2.92,4.33,2.06,2.52,1.56,0.0,0.0
15818,OUTLABO01,1998,Bo,Outlaw,ORL,N,31,27.45,6.55,1.74,3.65,5.39,1.81,1.29,1.39,1.87,2.55,4.97,2.71,2.61,1.13,0.1,0.0
15819,OVERTDO01,1998,Doug,Overton,TOT,N,24,10.17,3.83,0.29,0.58,0.88,0.96,0.21,0.04,0.83,0.75,3.5,1.5,0.83,0.75,0.29,0.08
15820,OVERTDO01,1998,Doug,Overton,PHI,N,10,3.7,1.0,0.0,0.2,0.2,0.4,0.1,0.0,0.2,0.2,1.5,0.5,0.0,0.0,0.1,0.0
15821,OVERTDO01,1998,Doug,Overton,ORL,N,6,5.5,3.0,0.17,0.17,0.33,0.5,0.17,0.0,0.5,0.33,2.0,1.0,1.0,1.0,0.33,0.0
15822,OVERTDO01,1998,Doug,Overton,NJN,N,8,21.75,8.0,0.75,1.38,2.12,2.0,0.38,0.12,1.88,1.75,7.12,3.12,1.75,1.5,0.5,0.25
15823,OWENSBI01,1998,Billy,Owens,SEA,N,21,21.48,7.76,1.67,2.14,3.81,1.81,0.57,0.19,1.57,1.76,7.86,3.1,1.67,1.33,0.52,0.24
15824,PACKRO01,1998,Robert,Pack,DAL,N,25,18.72,8.88,0.36,1.08,1.44,3.24,0.8,0.04,1.96,1.64,6.96,3.0,3.52,2.88,0.16,0.0
15825,PARKEAN01,1998,Anthony,Parker,PHI,N,2,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
15826,PARKSCH01,1998,Cherokee,Parks,VAN,N,48,23.29,5.54,1.56,3.5,5.06,0.75,0.58,0.58,1.02,2.38,5.73,2.46,1.15,0.62,0.02,0.0
15827,PATTEAN01,1998,Andrae,Patterson,MIN,N,35,8.11,3.26,0.86,1.0,1.86,0.43,0.54,0.2,0.63,1.77,2.77,1.23,1.03,0.8,0.14,0.0
15828,PATTERU01,1998,Ruben,Patterson,LAL,N,24,6.0,2.71,0.71,0.54,1.25,0.08,0.21,0.12,0.5,0.67,2.12,0.88,1.29,0.92,0.25,0.04
15829,PAYTOGA01,1998,Gary,Payton,SEA,N,50,40.16,21.68,1.24,3.64,4.88,8.72,2.18,0.24,3.08,2.3,18.46,8.02,5.52,3.98,5.62,1.66
15830,PEELEAN01,1998,Anthony,Peeler,MIN,N,28,28.93,9.64,1.07,1.93,3.0,2.79,1.25,0.21,1.36,2.14,9.71,3.68,1.46,1.07,4.07,1.21
15831,PERDUWI01,1998,Will,Perdue,SAS,N,37,12.03,2.43,0.89,2.84,3.73,0.49,0.24,0.27,0.59,1.7,1.62,1.03,0.7,0.38,0.0,0.0
15832,PERKISA01,1998,Sam,Perkins,IND,N,48,16.44,4.96,0.75,2.12,2.88,0.52,0.31,0.29,0.46,1.54,4.17,1.67,1.25,0.9,1.88,0.73
15833,PERRYEL01,1998,Elliot,Perry,MIL,N,5,9.4,4.0,0.2,1.4,1.6,2.4,0.8,0.0,0.4,0.6,3.4,1.8,0.4,0.2,0.2,0.2
15834,PERRYEL01,1998,Elliot,Perry,TOT,N,35,8.29,2.8,0.2,0.77,0.97,1.34,0.57,0.0,0.97,0.71,2.94,1.11,0.4,0.29,0.69,0.29
15835,PERRYEL01,1998,Elliot,Perry,NJN,N,30,8.1,2.6,0.2,0.67,0.87,1.17,0.53,0.0,1.07,0.73,2.87,1.0,0.4,0.3,0.77,0.3
15836,PERSOCH01,1998,Chuck,Person,CHA,N,50,19.8,6.06,0.34,2.3,2.64,1.2,0.4,0.16,0.82,1.8,5.78,2.24,0.64,0.48,3.14,1.1
15837,PERSOWE01,1998,Wesley,Person,CLE,N,45,29.82,11.18,0.42,2.73,3.16,1.78,0.82,0.36,0.91,1.16,9.71,4.4,1.18,0.71,4.44,1.67
15838,PHILLBO01,1998,Bobby,Phills,CHA,N,43,36.6,14.26,0.91,3.14,4.05,3.47,1.4,0.58,2.14,2.88,11.56,5.0,3.91,2.67,4.0,1.58
15839,PIATKER01,1998,Eric,Piatkowski,LAC,N,49,25.35,10.47,0.8,2.06,2.86,1.08,0.9,0.12,1.08,1.76,8.51,3.67,2.08,1.8,3.37,1.33
15840,PIERCPA01,1998,Paul,Pierce,BOS,N,48,34.0,16.48,2.44,4.0,6.44,2.4,1.71,1.04,2.35,2.9,13.48,5.92,4.06,2.9,4.25,1.75
15841,PIPPESC01,1998,Scottie,Pippen,HOU,N,50,40.22,14.52,1.26,5.2,6.46,5.86,1.96,0.74,3.18,2.36,12.08,5.22,3.66,2.64,4.24,1.44
15842,POLLASC01,1998,Scot,Pollard,SAC,N,16,16.19,5.12,2.38,2.75,5.12,0.25,0.5,1.12,0.31,2.56,3.81,2.06,1.44,1.0,0.0,0.0
15843,POLYNOL01,1998,Olden,Polynice,SEA,N,48,30.85,7.67,3.83,5.02,8.85,0.9,0.42,0.62,1.02,3.12,7.46,3.52,1.96,0.6,0.02,0.02
15844,POPEMA01,1998,Mark,Pope,IND,N,4,6.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.25,1.5,1.75,0.25,0.25,0.0,1.0,0.0
15845,PORTETE01,1998,Terry,Porter,MIA,N,50,27.3,10.5,0.26,2.54,2.8,2.92,0.96,0.22,1.48,1.94,7.4,3.44,2.96,2.46,2.82,1.16
15846,POTAPVI01,1998,Vitaly,Potapenko,TOT,N,50,27.88,9.98,2.28,4.36,6.64,1.5,0.7,0.72,2.0,3.38,8.24,4.08,3.1,1.82,0.02,0.0
15847,POTAPVI01,1998,Vitaly,Potapenko,CLE,N,17,27.47,8.41,1.35,4.18,5.53,0.94,0.65,0.94,1.65,3.12,7.41,3.24,2.88,1.94,0.06,0.0
15848,POTAPVI01,1998,Vitaly,Potapenko,BOS,N,33,28.09,10.79,2.76,4.45,7.21,1.79,0.73,0.61,2.18,3.52,8.67,4.52,3.21,1.76,0.0,0.0
15849,PRICEBR01,1998,Brent,Price,HOU,N,40,20.15,7.3,0.45,1.5,1.95,2.82,0.82,0.02,1.62,2.25,5.18,2.5,1.52,1.15,2.8,1.15
15850,RATLITH01,1998,Theo,Ratliff,PHI,N,50,32.54,11.2,2.78,5.36,8.14,0.6,0.9,2.98,1.84,3.6,8.38,3.94,4.58,3.32,0.0,0.0
15851,RECASEL01,1998,Eldridge,Recasner,CHA,N,44,16.09,5.05,0.45,1.3,1.75,2.07,0.39,0.02,1.32,1.5,4.18,1.86,0.89,0.77,1.36,0.55
15852,REEVEBR01,1998,Bryant,Reeves,VAN,N,25,28.08,10.84,2.0,3.52,5.52,1.48,0.52,0.32,1.88,4.12,10.04,4.08,4.64,2.68,0.04,0.0
15853,REEVEKH01,1998,Khalid,Reeves,DET,N,11,10.18,2.27,0.27,0.36,0.64,1.0,0.36,0.0,0.64,1.18,1.91,0.73,1.27,0.73,0.27,0.09
15854,REIDDO01,1998,Don,Reid,DET,N,47,19.89,5.15,1.4,2.21,3.62,0.7,0.57,0.91,0.77,3.32,3.7,2.06,1.68,1.02,0.0,0.0
15855,REIDJR01,1998,J.r.,Reid,TOT,N,41,25.1,9.0,1.1,4.07,5.17,1.17,0.9,0.24,1.24,3.29,6.76,3.22,3.34,2.56,0.02,0.0
15856,REIDJR01,1998,J.r.,Reid,LAL,N,25,18.92,5.04,0.96,3.0,3.96,0.92,0.6,0.0,0.92,2.88,4.32,1.76,2.12,1.52,0.04,0.0
15857,REIDJR01,1998,J.r.,Reid,CHA,N,16,34.75,15.19,1.31,5.75,7.06,1.56,1.38,0.62,1.75,3.94,10.56,5.5,5.25,4.19,0.0,0.0
15858,RESPESH01,1998,Shawn,Respert,PHO,N,12,8.25,3.08,0.17,0.92,1.08,0.67,0.42,0.0,0.42,0.83,3.0,1.08,0.83,0.58,1.08,0.33
15859,RHODERO01,1998,Rodrick,Rhodes,HOU,N,3,11.0,3.0,0.67,0.67,1.33,0.33,0.33,0.0,1.67,1.67,2.67,0.67,2.0,1.67,0.0,0.0
15860,RHODERO01,1998,Rodrick,Rhodes,TOT,N,13,12.0,3.31,0.69,0.62,1.31,0.85,0.38,0.15,1.54,1.62,4.0,1.0,1.92,1.23,0.54,0.08
15861,RHODERO01,1998,Rodrick,Rhodes,VAN,N,10,12.3,3.4,0.7,0.6,1.3,1.0,0.4,0.2,1.5,1.6,4.4,1.1,1.9,1.1,0.7,0.1
15862,RICEGL01,1998,Glen,Rice,LAL,N,27,36.48,17.48,0.33,3.33,3.67,2.63,0.63,0.22,1.67,2.48,14.67,6.33,3.33,2.85,5.0,1.96
15863,RICHAPO01,1998,Pooh,Richardson,LAC,N,11,11.82,2.55,0.09,1.09,1.18,2.73,0.36,0.0,0.82,0.45,3.27,1.09,0.36,0.36,0.55,0.0
15864,RICHMMI01,1998,Mitch,Richmond,WAS,N,50,38.24,19.66,0.6,2.84,3.44,2.44,1.28,0.2,2.72,2.42,16.06,6.62,5.86,5.02,4.42,1.4
15865,RIDERIS01,1998,Isaiah,Rider,POR,N,47,29.47,13.85,1.26,2.91,4.17,2.21,0.53,0.19,2.02,2.13,12.87,5.3,3.13,2.36,2.36,0.89
15866,RILEYER01,1998,Eric,Riley,BOS,N,35,9.63,2.23,1.03,1.8,2.83,0.37,0.26,0.74,0.74,2.09,1.54,0.8,0.89,0.63,0.0,0.0
15867,ROBERST01,1998,Stanley,Roberts,HOU,N,6,5.5,2.33,0.67,1.17,1.83,0.0,0.0,0.17,0.67,0.33,2.17,0.83,1.33,0.67,0.0,0.0
15868,ROBINCL02,1998,Clifford,Robinson,PHO,N,50,34.8,16.38,1.38,3.16,4.54,2.56,1.5,1.18,1.76,3.08,12.58,5.98,4.68,3.26,2.78,1.16
15869,ROBINDA01,1998,David,Robinson,SAS,N,49,31.71,15.82,3.02,7.02,10.04,2.1,1.41,2.43,2.2,2.92,10.76,5.47,7.41,4.88,0.02,0.0
15870,ROBINGL01,1998,Glenn,Robinson,MIL,N,47,33.6,18.4,1.55,4.32,5.87,2.13,0.98,0.87,2.26,2.43,16.09,7.38,3.43,2.98,1.68,0.66
15871,ROBINJA03,1998,James,Robinson,TOT,N,31,16.35,5.9,0.58,1.42,2.0,1.81,0.71,0.26,1.42,1.94,5.97,2.16,1.32,0.9,2.39,0.68
15872,ROBINJA03,1998,James,Robinson,MIN,N,17,13.29,4.53,0.47,1.59,2.06,2.24,0.47,0.29,1.65,1.82,5.12,1.65,0.82,0.47,2.59,0.76
15873,ROBINJA03,1998,James,Robinson,LAC,N,14,20.07,7.57,0.71,1.21,1.93,1.29,1.0,0.21,1.14,2.07,7.0,2.79,1.93,1.43,2.14,0.57
15874,RODMADE01,1998,Dennis,Rodman,LAL,N,23,28.57,2.13,2.7,8.52,11.22,1.3,0.43,0.52,1.35,3.09,2.0,0.7,1.7,0.74,0.09,0.0
15875,ROGERCA01,1998,Carlos,Rogers,POR,N,2,4.0,2.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0
15876,ROGERRO01,1998,Rodney,Rogers,LAC,N,47,20.6,7.4,1.38,2.43,3.81,1.64,1.0,0.47,1.4,2.98,6.32,2.79,2.15,1.45,1.34,0.38
15877,ROOKSSE01,1998,Sean,Rooks,LAL,N,36,8.75,2.72,0.92,1.08,2.0,0.25,0.06,0.25,0.58,1.69,2.19,0.89,1.33,0.94,0.06,0.0
15878,ROSEJA01,1998,Jalen,Rose,IND,N,49,25.27,11.06,0.69,2.45,3.14,1.9,1.02,0.31,1.47,2.61,10.12,4.08,3.22,2.55,1.33,0.35
15879,ROSEMA01,1998,Malik,Rose,SAS,N,47,12.94,6.04,1.91,1.96,3.87,0.62,0.85,0.47,1.19,2.55,4.28,1.98,3.11,2.09,0.02,0.0
15880,RUSSEBR01,1998,Bryon,Russell,UTA,N,50,35.4,12.44,1.3,4.02,5.32,1.48,1.52,0.3,1.52,3.08,9.36,4.34,3.42,2.72,2.94,1.04
15881,SABONAR01,1998,Arvydas,Sabonis,POR,N,50,26.98,12.12,1.76,6.1,7.86,2.38,0.68,1.26,1.7,2.94,9.56,4.64,3.5,2.7,0.48,0.14
15882,SASSEJA01,1998,Jason,Sasser,VAN,N,6,6.5,1.83,0.33,0.83,1.17,0.33,0.33,0.0,0.33,0.67,1.83,0.83,0.33,0.17,0.0,0.0
15883,SCHAYDA01,1998,Danny,Schayes,ORL,N,19,7.53,1.47,0.16,0.58,0.74,0.21,0.05,0.11,0.42,1.21,1.53,0.58,0.42,0.32,0.0,0.0
15884,SCHINDU01,1998,Duane,Schintzius,BOS,N,16,4.19,0.69,0.44,0.75,1.19,0.5,0.0,0.19,0.62,1.06,1.0,0.25,0.25,0.19,0.0,0.0
15885,SCHREDE01,1998,Detlef,Schrempf,SEA,N,50,35.3,15.04,1.54,5.86,7.4,3.68,0.82,0.52,2.06,3.04,10.98,5.18,4.86,4.0,1.72,0.68
15886,SCOTTDE01,1998,Dennis,Scott,MIN,N,21,25.33,9.1,0.24,1.57,1.81,1.52,0.57,0.1,0.67,1.52,7.48,3.33,1.29,1.05,3.24,1.38
15887,SCOTTDE01,1998,Dennis,Scott,NYK,N,15,13.73,2.87,0.2,1.13,1.33,0.53,0.2,0.07,0.33,1.13,3.73,1.13,0.27,0.07,1.93,0.53
15888,SCOTTDE01,1998,Dennis,Scott,TOT,N,36,20.5,6.5,0.22,1.39,1.61,1.11,0.42,0.08,0.53,1.36,5.92,2.42,0.86,0.64,2.69,1.03
15889,SEALYMA01,1998,Malik,Sealy,MIN,N,31,23.58,8.1,0.74,2.23,2.97,1.16,0.97,0.16,1.06,2.19,7.45,3.06,1.97,1.77,0.74,0.19
15890,SEIKARO01,1998,Rony,Seikaly,NJN,N,9,9.78,1.67,0.56,1.78,2.33,0.22,0.44,0.67,1.11,1.67,2.22,0.44,2.0,0.78,0.0,0.0
15891,SHACKCH01,1998,Char,Shackleford,CHA,N,32,11.47,3.34,1.28,2.75,4.03,0.41,0.16,0.41,0.84,2.06,2.81,1.38,0.91,0.59,0.0,0.0
15892,SHAWBR01,1998,Brian,Shaw,POR,N,1,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15893,SHAWCA01,1998,Casey,Shaw,PHI,N,9,1.56,0.22,0.33,0.0,0.33,0.0,0.0,0.0,0.22,0.22,0.89,0.11,0.0,0.0,0.0,0.0
15894,SHEPPJE01,1998,Jeff,Sheppard,ATL,N,18,10.28,2.22,0.33,0.89,1.22,0.89,0.17,0.0,0.39,0.67,2.17,0.83,0.72,0.44,0.39,0.11
15895,SIMONMI01,1998,Miles,Simon,ORL,N,5,3.8,0.4,0.2,0.2,0.4,0.0,0.2,0.0,0.6,0.2,1.0,0.2,0.0,0.0,0.4,0.0
15896,SIMPKDI01,1998,Dickey,Simpkins,CHI,N,50,28.96,9.12,2.2,4.58,6.78,1.3,0.72,0.26,1.44,2.56,6.48,3.0,4.84,3.12,0.02,0.0
15897,SIMSAL01,1998,Alvin,Sims,PHO,N,4,6.25,2.75,0.75,0.25,1.0,1.25,0.5,0.0,1.5,0.5,2.5,1.0,1.25,0.5,0.25,0.25
15898,SKINNBR01,1998,Brian,Skinner,LAC,N,21,12.29,4.1,0.95,1.57,2.52,0.05,0.48,0.62,0.9,0.95,3.38,1.57,1.57,0.95,0.0,0.0
15899,SLATERE01,1998,Reggie,Slater,TOR,N,30,8.77,3.83,1.2,1.13,2.33,0.17,0.1,0.1,0.83,1.67,2.7,1.03,2.83,1.77,0.0,0.0
15900,SMITHCH03,1998,Charles,Smith,LAC,N,23,13.78,3.65,0.3,0.74,1.04,0.57,0.74,0.61,0.87,1.52,4.22,1.52,0.7,0.3,1.43,0.3
15901,SMITHJO01,1998,Joe,Smith,MIN,N,43,32.98,13.67,3.58,4.65,8.23,1.58,0.74,1.53,1.53,3.42,12.14,5.19,4.37,3.3,0.07,0.0
15902,SMITHMI01,1998,Michael,Smith,VAN,N,48,22.88,4.79,2.81,4.48,7.29,1.0,0.96,0.38,1.25,2.23,3.0,1.6,2.67,1.58,0.02,0.0
15903,SMITHST01,1998,Steve,Smith,ATL,N,36,36.5,18.67,1.39,2.81,4.19,3.28,1.0,0.31,2.75,2.78,15.0,6.03,6.25,5.31,3.86,1.31
15904,SMITSRI01,1998,Rik,Smits,IND,N,49,25.94,14.86,1.49,4.12,5.61,1.06,0.37,1.06,1.53,3.24,12.92,6.33,2.69,2.2,0.04,0.0
15905,SNOWER01,1998,Eric,Snow,PHI,N,48,35.75,8.6,0.52,2.85,3.38,6.27,2.08,0.02,2.31,3.1,7.25,3.1,3.12,2.29,0.44,0.1
15906,SPENCFE01,1998,Felton,Spencer,GSW,N,26,6.12,1.62,0.69,1.08,1.77,0.0,0.19,0.38,0.35,1.58,1.27,0.58,1.0,0.46,0.0,0.0
15907,SPREWLA01,1998,Latrell,Sprewell,NYK,N,37,33.32,16.38,1.11,3.11,4.22,2.46,1.24,0.05,2.14,1.76,14.0,5.81,5.16,4.19,2.08,0.57
15908,STACKJE01,1998,Jerry,Stackhouse,DET,N,42,28.29,14.45,0.62,1.93,2.55,2.81,0.81,0.45,2.88,1.88,11.62,4.31,5.88,5.0,3.0,0.83
15909,STACKRY01,1998,Ryan,Stack,CLE,N,18,11.06,2.61,1.06,0.83,1.89,0.28,0.11,0.61,0.5,1.72,2.06,0.78,1.11,1.06,0.0,0.0
15910,STARKJO01,1998,John,Starks,GSW,N,50,33.72,13.8,0.66,2.6,3.26,4.7,1.38,0.1,1.66,2.7,14.56,5.38,2.0,1.48,5.38,1.56
15911,STEPAVL01,1998,Vladimir,Stepania,SEA,N,23,13.61,5.52,1.17,2.09,3.26,0.52,0.43,1.0,1.39,2.52,5.43,2.3,1.74,0.91,0.13,0.0
15912,STEWAMI01,1998,Michael,Stewart,TOR,N,42,9.38,1.45,1.02,1.33,2.36,0.12,0.1,0.67,0.29,1.81,1.26,0.52,0.6,0.4,0.0,0.0
15913,STITHBR01,1998,Bryant,Stith,DEN,N,46,25.96,6.96,0.65,1.67,2.33,1.78,0.61,0.33,0.98,1.41,6.3,2.48,1.54,1.33,2.3,0.67
15914,STOCKJO01,1998,John,Stockton,UTA,N,50,28.2,11.06,0.62,2.3,2.92,7.48,1.62,0.26,2.2,2.14,8.2,4.0,3.38,2.74,1.0,0.32
15915,STOJAPR01,1998,Predrag,Stojakovic,SAC,N,48,21.35,8.38,0.9,2.08,2.98,1.5,0.85,0.15,1.1,0.9,7.77,2.94,1.54,1.31,3.71,1.19
15916,STOUDDA01,1998,Damon,Stoudamire,POR,N,50,33.46,12.62,0.82,2.52,3.34,6.24,0.98,0.08,2.2,1.62,12.58,4.98,2.44,1.78,2.84,0.88
15917,STRICER01,1998,Erick,Strickland,DAL,N,33,17.18,7.55,0.36,2.15,2.52,1.94,1.21,0.06,1.09,1.33,6.7,2.7,1.97,1.61,1.79,0.55
15918,STRICMA01,1998,Mark,Strickland,MIA,N,32,11.16,3.72,0.81,1.62,2.44,0.28,0.22,0.25,0.41,0.88,3.16,1.56,0.81,0.59,0.03,0.0
15919,STRICRO01,1998,Rod,Strickland,WAS,N,44,37.09,15.68,1.27,3.55,4.82,9.86,1.73,0.11,3.23,2.07,13.7,5.7,5.36,4.0,0.95,0.27
15920,STRONDE01,1998,Derek,Strong,ORL,N,44,15.8,5.07,1.5,2.16,3.66,0.39,0.34,0.16,0.84,1.45,4.09,1.73,2.25,1.61,0.05,0.0
15921,SUNDOBR01,1998,Bruno,Sundov,DAL,N,3,3.67,1.33,0.0,0.0,0.0,0.33,0.0,0.0,0.33,1.33,2.33,0.67,0.0,0.0,0.0,0.0
15922,SURABO01,1998,Bob,Sura,CLE,N,50,16.82,4.28,0.42,1.62,2.04,3.04,0.92,0.28,1.34,1.96,4.2,1.4,2.06,1.3,0.9,0.18
15923,TAYLOJO01,1998,Johnny,Taylor,DEN,N,36,20.11,5.75,0.83,1.97,2.81,0.67,0.78,0.47,0.94,2.69,5.5,2.28,0.64,0.47,1.89,0.72
15924,TAYLOMA01,1998,Maurice,Taylor,LAC,N,46,32.72,16.8,2.17,3.09,5.26,1.46,0.35,0.63,2.61,3.89,14.67,6.76,4.48,3.26,0.13,0.02
15925,THOMAJO01,1998,John,Thomas,TOR,N,39,15.21,4.33,1.67,1.77,3.44,0.38,0.44,0.23,0.54,2.1,3.15,1.82,1.23,0.69,0.03,0.0
15926,THOMAKU01,1998,Kurt,Thomas,NYK,N,50,23.64,8.12,1.64,4.08,5.72,1.1,0.9,0.34,1.46,3.18,7.36,3.4,2.16,1.32,0.02,0.0
15927,THOMATI01,1998,Tim,Thomas,MIL,N,33,18.91,8.48,1.27,1.55,2.82,0.94,0.7,0.27,0.94,2.61,6.42,3.18,2.67,1.64,1.48,0.48
15928,THOMATI01,1998,Tim,Thomas,TOT,N,50,16.24,7.16,0.98,1.54,2.52,0.92,0.52,0.24,0.92,2.14,5.58,2.64,2.24,1.46,1.36,0.42
15929,THOMATI01,1998,Tim,Thomas,PHI,N,17,11.06,4.59,0.41,1.53,1.94,0.88,0.18,0.18,0.88,1.24,3.94,1.59,1.41,1.12,1.12,0.29
15930,THORPOT01,1998,Otis,Thorpe,WAS,N,49,31.41,11.31,1.96,4.86,6.82,2.06,0.86,0.39,1.8,4.0,8.98,4.9,2.16,1.51,0.04,0.0
15931,TRAYLRO01,1998,Robert,Traylor,MIL,N,49,16.04,5.29,1.63,2.08,3.71,0.78,0.9,0.9,0.86,2.86,4.1,2.2,1.63,0.88,0.02,0.0
15932,TRENTGA01,1998,Gary,Trent,DAL,N,45,30.27,15.98,2.82,4.98,7.8,1.71,0.64,0.51,1.47,2.71,13.38,6.38,5.22,3.22,0.11,0.0
15933,VANEXNI01,1998,Nick,Vanexel,DEN,N,50,36.04,16.52,0.28,1.98,2.26,7.36,0.8,0.06,2.42,1.8,15.38,6.12,3.5,2.84,4.68,1.44
15934,VANHOKE01,1998,Keith,Vanhorn,NJN,N,42,37.52,21.81,2.71,5.81,8.52,1.55,1.02,1.26,3.17,3.19,17.9,7.67,7.1,6.1,1.26,0.38
15935,VAUGHDA02,1998,David,Vaughn,NJN,N,10,10.3,3.4,1.3,2.1,3.4,0.1,0.2,0.8,1.1,2.2,2.4,1.3,1.0,0.8,0.0,0.0
15936,VAUGHJA01,1998,Jacque,Vaughn,UTA,N,19,4.58,2.32,0.05,0.53,0.58,0.63,0.26,0.0,0.74,0.74,1.58,0.58,1.26,1.05,0.42,0.11
15937,VAUGHLO01,1998,Loy,Vaught,DET,N,37,13.0,3.43,0.97,2.97,3.95,0.3,0.41,0.16,0.46,1.46,4.19,1.59,0.38,0.24,0.03,0.0
15938,VRANKST01,1998,Stojko,Vrankovic,LAC,N,2,6.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0
15939,WALKEAN01,1998,Antoine,Walker,BOS,N,42,36.88,18.67,2.52,6.02,8.55,3.1,1.5,0.67,2.83,3.38,17.5,7.21,4.81,2.69,4.19,1.55
15940,WALKESA01,1998,Samaki,Walker,DAL,N,39,14.56,5.87,1.18,2.49,3.67,0.15,0.23,0.41,0.95,2.23,4.87,2.26,2.51,1.36,0.03,0.0
15941,WALLABE01,1998,Ben,Wallace,WAS,N,46,26.76,6.02,2.98,5.37,8.35,0.39,1.09,1.96,0.78,2.41,4.33,2.5,2.87,1.02,0.0,0.0
15942,WALLAJO01,1998,John,Wallace,TOR,N,48,16.92,8.56,1.12,2.44,3.56,0.96,0.25,0.9,1.46,1.92,7.38,3.19,3.12,2.19,0.0,0.0
15943,WALLARA01,1998,Rasheed,Wallace,POR,N,49,28.86,12.82,1.16,3.76,4.92,1.22,0.98,1.1,1.63,3.57,9.71,4.94,3.65,2.67,0.63,0.27
15944,WALTERE01,1998,Rex,Walters,MIA,N,33,15.33,3.06,0.3,1.21,1.52,1.76,0.3,0.09,0.97,1.91,2.88,1.06,0.7,0.58,1.15,0.36
15945,WARDCH01,1998,Charlie,Ward,NYK,N,50,31.12,7.56,0.46,2.98,3.44,5.42,2.06,0.16,2.62,2.1,6.68,2.7,1.56,1.1,2.98,1.06
15946,WASHIER01,1998,Eric,Washington,DEN,N,38,20.03,5.39,0.92,1.42,2.34,0.79,0.66,0.47,0.89,2.29,4.84,1.92,0.84,0.58,2.55,0.97
15947,WATSOJA01,1998,Jamie,Watson,MIA,N,3,6.0,0.67,0.0,0.33,0.33,0.33,0.0,0.0,0.33,0.33,0.67,0.33,0.0,0.0,0.0,0.0
15948,WEATHCL01,1998,Clarence,Weatherspoon,MIA,N,49,21.22,8.1,1.47,3.49,4.96,0.69,0.57,0.35,1.24,2.18,5.39,2.88,2.92,2.35,0.0,0.0
15949,WEBBECH01,1998,Chris,Webber,SAC,N,42,40.93,19.98,3.55,9.43,12.98,4.12,1.43,2.12,3.52,3.45,18.52,9.0,4.14,1.88,0.81,0.1
15950,WELLSBO01,1998,Bonzi,Wells,POR,N,7,5.0,4.43,0.57,0.71,1.29,0.43,0.14,0.14,0.86,0.71,2.86,1.57,2.57,1.14,0.43,0.14
15951,WENNIBI01,1998,Bill,Wennington,CHI,N,38,11.87,3.76,0.53,1.55,2.08,0.47,0.34,0.32,0.45,2.08,4.68,1.63,0.58,0.47,0.03,0.03
15952,WESLEDA01,1998,David,Wesley,CHA,N,50,36.96,14.12,0.46,2.76,3.22,6.44,2.0,0.2,2.84,2.6,10.9,4.86,3.82,3.18,3.4,1.22
15953,WESTDO01,1998,Doug,West,VAN,N,14,21.0,5.79,0.36,1.43,1.79,1.36,1.14,0.5,0.86,2.71,4.64,2.21,1.79,1.36,0.14,0.0
15954,WESTMA01,1998,Mark,West,ATL,N,49,10.18,1.22,1.0,1.55,2.55,0.27,0.08,0.45,0.35,1.65,1.2,0.45,0.92,0.33,0.0,0.0
15955,WHEATDE01,1998,Dejuan,Wheat,VAN,N,46,12.83,4.52,0.24,0.74,0.98,2.22,0.57,0.04,1.04,1.28,4.2,1.59,1.2,0.87,1.3,0.48
15956,WHEELTY01,1998,Tyson,Wheeler,DEN,N,1,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
15957,WHITEJA01,1998,Jahidi,White,WAS,N,20,9.55,2.45,1.15,1.75,2.9,0.05,0.15,0.55,0.8,1.95,1.6,0.85,1.75,0.75,0.0,0.0
15958,WHITNCH01,1998,Chris,Whitney,WAS,N,39,11.31,4.79,0.21,1.0,1.21,1.77,0.46,0.05,0.92,1.26,4.0,1.64,0.79,0.69,2.44,0.82
15959,WILKIDO01,1998,Dominique,Wilkins,ORL,N,27,9.33,4.96,1.11,1.52,2.63,0.59,0.15,0.04,0.85,0.7,4.89,1.85,1.56,1.07,0.7,0.19
15960,WILKIGE01,1998,Gerald,Wilkins,ORL,N,3,9.33,0.67,0.0,0.33,0.33,0.33,0.0,0.0,1.0,1.0,3.0,0.0,0.67,0.67,0.0,0.0
