,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
0,ABRAMJO01,1946,John,Abramovic,PIT,N,47,0.0,11.21,0.0,0.0,0.0,0.74,0.0,0.0,0.0,3.43,17.74,4.3,3.79,2.62,0.0,0.0
1,AUBUCCH01,1946,Chet,Aubuchon,DE1,N,30,0.0,2.17,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.53,3.03,0.77,1.17,0.63,0.0,0.0
2,BAKERNO01,1946,Norm,Baker,CH1,N,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3,BALTIHE01,1946,Herschel,Baltimore,ST1,N,58,0.0,2.38,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.69,4.53,0.91,1.19,0.55,0.0,0.0
4,BARRJO01,1946,John,Barr,ST1,N,58,0.0,5.09,0.0,0.0,0.0,0.93,0.0,0.0,0.0,2.83,7.55,2.14,1.36,0.81,0.0,0.0
5,BAUMHFR01,1946,Frankie,Baumholtz,CL1,N,45,0.0,14.02,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.07,19.02,5.67,3.47,2.69,0.0,0.0
6,BECKEMO01,1946,Moe,Becker,BOS,N,6,0.0,2.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2.5,3.67,0.83,0.67,0.5,0.0,0.0
7,BECKEMO01,1946,Moe,Becker,DE1,N,20,0.0,2.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.65,5.35,0.95,0.5,0.15,0.0,0.0
8,BECKEMO01,1946,Moe,Becker,PIT,N,17,0.0,6.35,0.0,0.0,0.0,0.82,0.0,0.0,0.0,2.94,13.47,2.71,1.76,0.94,0.0,0.0
9,BECKEMO01,1946,Moe,Becker,TOT,N,43,0.0,3.77,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.28,8.33,1.63,1.02,0.51,0.0,0.0
10,BEENDHA01,1946,Hank,Beenders,PRO,N,58,0.0,12.29,0.0,0.0,0.0,0.64,0.0,0.0,0.0,3.38,17.52,4.59,4.43,3.12,0.0,0.0
11,BIASAHA01,1946,Hank,Biasatti,TOR,N,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.83,0.33,0.67,0.33,0.0,0.0
12,BRIGHAL01,1946,Al,Brightman,BOS,N,58,0.0,9.78,0.0,0.0,0.0,1.03,0.0,0.0,0.0,1.98,15.0,3.84,3.33,2.09,0.0,0.0
13,BRINDAU01,1946,Audley,Brindley,NYK,N,12,0.0,2.83,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.33,4.08,1.17,0.58,0.5,0.0,0.0
14,BROWNHA01,1946,Harold,Brown,DE1,N,54,0.0,4.89,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.26,7.09,1.76,2.17,1.37,0.0,0.0
15,BROWNLE01,1946,Leon,Brown,CL1,N,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0
16,BYRNETO01,1946,Tommy,Byrnes,NYK,N,60,0.0,7.55,0.0,0.0,0.0,0.58,0.0,0.0,0.0,1.5,9.72,2.92,2.67,1.72,0.0,0.0
17,BYTZUMI01,1946,Mike,Bytzura,PIT,N,60,0.0,3.5,0.0,0.0,0.0,0.52,0.0,0.0,0.0,1.8,5.93,1.45,1.2,0.6,0.0,0.0
18,CALLATO01,1946,Tom,Callahan,PRO,N,13,0.0,1.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.69,2.23,0.46,0.92,0.38,0.0,0.0
19,CALVEER01,1946,Ernie,Calverley,PRO,N,59,0.0,14.32,0.0,0.0,0.0,3.42,0.0,0.0,0.0,3.24,18.68,5.47,4.8,3.37,0.0,0.0
20,CARLICH01,1946,Chet,Carlisle,CH1,N,51,0.0,5.02,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2.67,7.31,1.96,1.8,1.1,0.0,0.0
21,CARLSDO01,1946,Don,Carlson,CH1,N,59,0.0,10.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.08,14.32,4.61,2.69,1.46,0.0,0.0
22,CLUGGMA01,1946,Marion,Cluggish,NYK,N,54,0.0,4.41,0.0,0.0,0.0,0.41,0.0,0.0,0.0,2.09,6.59,1.72,1.69,0.96,0.0,0.0
23,CONNOCH01,1946,Chuck,Connors,BOS,N,49,0.0,4.63,0.0,0.0,0.0,0.82,0.0,0.0,0.0,2.63,7.76,1.92,1.71,0.8,0.0,0.0
24,CORLEKE01,1946,Ken,Corley,CL1,N,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,CRISLHA01,1946,Hal,Crisler,BOS,N,4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5,0.5,0.0,0.0
26,CUREAR01,1946,Armand,Cure,PRO,N,12,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.25,0.33,0.25,0.17,0.0,0.0
27,DALLMHO01,1946,Howie,Dallmar,PH1,N,60,0.0,8.8,0.0,0.0,0.0,1.73,0.0,0.0,0.0,2.35,11.83,3.32,3.38,2.17,0.0,0.0
28,DAVISAU01,1946,Aubrey,Davis,ST1,N,59,0.0,4.86,0.0,0.0,0.0,0.24,0.0,0.0,0.0,2.31,6.46,1.81,1.95,1.24,0.0,0.0
29,DAVISBI01,1946,Bill,Davis,CH1,N,47,0.0,1.79,0.0,0.0,0.0,0.23,0.0,0.0,0.0,1.96,3.11,0.74,0.87,0.3,0.0,0.0
30,DEHNEHE01,1946,Henry,Dehnert,PRO,N,10,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,0.6,0.6,0.2,0.0,0.0
31,DILLEBO01,1946,Bob,Dille,DE1,N,57,0.0,5.19,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.61,9.88,1.95,1.95,1.3,0.0,0.0
32,DOLLBO01,1946,Bob,Doll,ST1,N,60,0.0,8.7,0.0,0.0,0.0,0.37,0.0,0.0,0.0,2.78,12.8,3.23,3.43,2.23,0.0,0.0
33,DUFFYBO01,1946,Bob,Duffy,TOT,N,17,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.88,0.41,0.41,0.29,0.0,0.0
34,DUFFYBO01,1946,Bob,Duffy,BOS,N,6,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.17,0.33,0.67,0.67,0.0,0.0
35,DUFFYBO01,1946,Bob,Duffy,CH1,N,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,2.27,0.45,0.27,0.09,0.0,0.0
36,ELIASDO01,1946,Don,Eliason,BOS,N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
37,ENDRENE01,1946,Ned,Endress,CL1,N,16,0.0,0.88,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.81,1.56,0.19,0.94,0.5,0.0,0.0
38,FABELJO01,1946,Joe,Fabel,PIT,N,30,0.0,2.1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,2.13,3.2,0.83,0.87,0.43,0.0,0.0
39,FAUGHBO01,1946,Bob,Faught,CL1,N,51,0.0,6.73,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.9,9.37,2.76,2.08,1.2,0.0,0.0
40,FEERIBO01,1946,Bob,Feerick,WSC,N,55,0.0,16.84,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.58,16.51,6.62,4.73,3.6,0.0,0.0
41,FENLEBI01,1946,Bill,Fenley,BOS,N,33,0.0,2.58,0.0,0.0,0.0,0.48,0.0,0.0,0.0,1.79,4.18,0.94,1.36,0.7,0.0,0.0
42,FITZGBO01,1946,Bob,Fitzgerald,NYK,N,29,0.0,2.83,0.0,0.0,0.0,0.31,0.0,0.0,0.0,2.31,4.17,0.79,2.07,1.24,0.0,0.0
43,FITZGBO01,1946,Bob,Fitzgerald,TOT,N,60,0.0,3.68,0.0,0.0,0.0,0.58,0.0,0.0,0.0,2.55,6.03,1.17,2.17,1.35,0.0,0.0
44,FITZGBO01,1946,Bob,Fitzgerald,TO1,N,31,0.0,4.48,0.0,0.0,0.0,0.84,0.0,0.0,0.0,2.77,7.77,1.52,2.26,1.45,0.0,0.0
45,FITZGDI01,1946,Dick,Fitzgerald,TOR,N,60,0.0,4.62,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.48,8.25,1.97,1.0,0.68,0.0,0.0
46,FLEISJE01,1946,Jerry,Fleishman,PH1,N,59,0.0,4.46,0.0,0.0,0.0,0.68,0.0,0.0,0.0,1.71,6.31,1.64,2.15,1.17,0.0,0.0
47,FRANKNA01,1946,Nat,Frankel,PIT,N,6,0.0,2.67,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,4.5,0.67,2.0,1.33,0.0,0.0
48,FREYFR01,1946,Frido,Frey,NYK,N,23,0.0,3.83,0.0,0.0,0.0,0.61,0.0,0.0,0.0,1.61,4.22,1.22,2.43,1.39,0.0,0.0
49,FUCARFR01,1946,Frank,Fucarino,TOR,N,28,0.0,5.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.36,7.07,1.89,2.14,1.21,0.0,0.0
50,FULKSJO01,1946,Joe,Fulks,PH1,N,60,0.0,23.15,0.0,0.0,0.0,0.42,0.0,0.0,0.0,3.32,25.95,7.92,10.02,7.32,0.0,0.0
51,GANTTBO01,1946,Bob,Gantt,WSC,N,23,0.0,3.09,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.96,3.87,1.26,1.22,0.57,0.0,0.0
52,GARFIJA01,1946,Jack,Garfinkel,BOS,N,40,0.0,4.47,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.55,7.6,2.02,0.7,0.42,0.0,0.0
53,GETCHGO01,1946,Gorham,Getchell,PIT,N,16,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.5,0.0,0.31,0.31,0.0,0.0
54,GILLEGE01,1946,Gene,Gillette,WSC,N,14,0.0,0.57,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.93,0.79,0.07,0.64,0.43,0.0,0.0
55,GILMUCH01,1946,Chuck,Gilmur,CH1,N,51,0.0,3.49,0.0,0.0,0.0,0.41,0.0,0.0,0.0,2.73,4.96,1.49,1.29,0.51,0.0,0.0
56,GOLDFBE01,1946,Ben,Goldfaden,WSC,N,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,2.0,1.0,0.0,0.0
57,GOODWWI01,1946,Wilfred,Goodwin,PRO,N,55,0.0,4.65,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1.71,6.33,1.78,1.36,1.09,0.0,0.0
58,GOTTLLE01,1946,Leo,Gottlieb,NYK,N,57,0.0,5.86,0.0,0.0,0.0,0.42,0.0,0.0,0.0,1.25,8.67,2.61,0.96,0.63,0.0,0.0
59,GRAYWY01,1946,Wyndol,Gray,BOS,N,55,0.0,6.36,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.91,8.65,2.53,2.25,1.31,0.0,0.0
60,GRIMSGE01,1946,George,Grimshaw,PRO,N,21,0.0,2.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.19,2.67,0.95,2.1,1.0,0.0,0.0
61,GUNTHCO01,1946,Coulby,Gunther,PIT,N,52,0.0,14.12,0.0,0.0,0.0,0.62,0.0,0.0,0.0,2.25,14.54,4.88,6.75,4.35,0.0,0.0
62,GUOKAMA02,1946,Matt,Guokas,PH1,N,47,0.0,1.74,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.49,2.21,0.6,1.0,0.55,0.0,0.0
63,HALBECH01,1946,Chuck,Halbert,CH1,N,61,0.0,12.67,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.64,15.0,4.59,5.84,3.49,0.0,0.0
64,HANKICE01,1946,Cecil,Hankins,ST1,N,55,0.0,5.89,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.89,7.11,2.13,2.73,1.64,0.0,0.0
65,HERMSCL01,1946,Clarence,Hermsen,TOT,N,32,0.0,9.28,0.0,0.0,0.0,0.78,0.0,0.0,0.0,2.69,12.31,3.53,3.5,2.22,0.0,0.0
66,HERMSCL01,1946,Clarence,Hermsen,CL1,N,11,0.0,3.91,0.0,0.0,0.0,0.91,0.0,0.0,0.0,2.91,6.09,1.64,1.36,0.64,0.0,0.0
67,HERMSCL01,1946,Clarence,Hermsen,TO1,N,21,0.0,12.1,0.0,0.0,0.0,0.71,0.0,0.0,0.0,2.57,15.57,4.52,4.62,3.05,0.0,0.0
68,HERTZSI01,1946,Sidney,Hertzberg,NYK,N,59,0.0,8.73,0.0,0.0,0.0,0.63,0.0,0.0,0.0,1.85,11.78,3.41,2.53,1.92,0.0,0.0
69,HILLHAR01,1946,Art,Hillhouse,PH1,N,60,0.0,6.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.32,6.87,2.0,2.77,2.0,0.0,0.0
70,HIRSCME01,1946,Mel,Hirsch,BOS,N,13,0.0,1.46,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.38,3.46,0.69,0.15,0.08,0.0,0.0
71,HOEFEAD01,1946,Adolph,Hoefer,TOT,N,58,0.0,6.05,0.0,0.0,0.0,0.57,0.0,0.0,0.0,2.45,8.86,2.24,2.4,1.57,0.0,0.0
72,HOEFEAD01,1946,Adolph,Hoefer,TO1,N,23,0.0,6.09,0.0,0.0,0.0,0.39,0.0,0.0,0.0,2.65,8.61,2.35,2.0,1.39,0.0,0.0
73,HOEFEAD01,1946,Adolph,Hoefer,BOS,N,35,0.0,6.03,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.31,9.03,2.17,2.66,1.69,0.0,0.0
74,HURLERO01,1946,Roy,Hurley,TOR,N,46,0.0,5.2,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1.85,9.72,2.17,1.39,0.85,0.0,0.0
75,JACOBWI01,1946,Winfred,Jacobs,ST1,N,18,0.0,2.78,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.39,3.83,1.06,1.39,0.67,0.0,0.0
76,JANISJO01,1946,John,Janisch,DE1,N,60,0.0,11.62,0.0,0.0,0.0,0.82,0.0,0.0,0.0,2.2,16.38,4.72,3.3,2.18,0.0,0.0
77,JAROSTO01,1946,Tony,Jaros,CH1,N,59,0.0,8.17,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.64,10.39,3.0,3.07,2.17,0.0,0.0
78,JOHNSHA01,1946,Harold,Johnson,DE1,N,27,0.0,0.56,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.48,0.74,0.15,0.52,0.26,0.0,0.0
79,JORGENO01,1946,Noble,Jorgensen,PIT,N,15,0.0,4.4,0.0,0.0,0.0,0.27,0.0,0.0,0.0,2.67,7.47,1.67,1.67,1.07,0.0,0.0
80,JORGERO01,1946,Roger,Jorgensen,PIT,N,28,0.0,1.46,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.29,1.93,0.5,0.68,0.46,0.0,0.0
81,KAPLORA01,1946,Ralph,Kaplowitz,NYK,N,27,0.0,7.19,0.0,0.0,0.0,0.93,0.0,0.0,0.0,2.11,10.15,2.63,2.63,1.93,0.0,0.0
82,KAPLORA01,1946,Ralph,Kaplowitz,TOT,N,57,0.0,7.07,0.0,0.0,0.0,0.67,0.0,0.0,0.0,2.14,9.33,2.56,2.65,1.95,0.0,0.0
83,KAPLORA01,1946,Ralph,Kaplowitz,PHW,N,30,0.0,6.97,0.0,0.0,0.0,0.43,0.0,0.0,0.0,2.17,8.6,2.5,2.67,1.97,0.0,0.0
84,KAPPETO01,1946,Tony,Kappen,BOS,N,18,0.0,4.11,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.94,5.06,1.39,2.11,1.33,0.0,0.0
85,KAPPETO01,1946,Tony,Kappen,TOT,N,59,0.0,6.51,0.0,0.0,0.0,0.47,0.0,0.0,0.0,1.32,9.1,2.17,2.73,2.17,0.0,0.0
86,KAPPETO01,1946,Tony,Kappen,PIT,N,41,0.0,7.56,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.49,10.88,2.51,3.0,2.54,0.0,0.0
87,KASIDED01,1946,Ed,Kasid,TOR,N,8,0.0,1.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,2.62,0.75,0.75,0.0,0.0,0.0
88,KAUTZWI01,1946,Wilbert,Kautz,CH1,N,50,0.0,5.06,0.0,0.0,0.0,0.74,0.0,0.0,0.0,2.28,8.4,2.14,1.46,0.78,0.0,0.0
89,KELLEKE01,1946,Ken,Keller,TOT,N,28,0.0,0.79,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.54,1.07,0.36,0.18,0.07,0.0,0.0
90,KELLEKE01,1946,Ken,Keller,PRO,N,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0
91,KELLEKE01,1946,Ken,Keller,WSC,N,25,0.0,0.88,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.56,1.2,0.4,0.16,0.08,0.0,0.0
92,KELLYGE01,1946,Gerard,Kelly,BOS,N,43,0.0,5.95,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.98,7.28,2.12,2.58,1.72,0.0,0.0
93,KINGTO01,1946,Tom,King,DE1,N,58,0.0,5.09,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.76,7.07,1.67,2.76,1.74,0.0,0.0
94,KNORELE01,1946,Lee,Knorek,NYK,N,22,0.0,7.77,0.0,0.0,0.0,0.95,0.0,0.0,0.0,2.91,9.95,2.82,3.27,2.14,0.0,0.0
95,KOTTMHA01,1946,Harold,Kottman,BOS,N,53,0.0,3.11,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1.09,3.55,1.11,1.91,0.89,0.0,0.0
96,LALICPE01,1946,Pete,Lalich,CL1,N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
97,LEFKOHA01,1946,Hank,Lefkowitz,CL1,N,24,0.0,2.12,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.46,4.75,0.92,0.54,0.29,0.0,0.0
98,LEWISGR01,1946,Grady,Lewis,DE1,N,60,0.0,4.78,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.77,8.67,1.77,2.3,1.25,0.0,0.0
99,LOGANJO01,1946,Johnny,Logan,ST1,N,61,0.0,12.62,0.0,0.0,0.0,1.28,0.0,0.0,0.0,2.23,17.1,4.75,4.16,3.11,0.0,0.0
100,LUJACAL01,1946,Al,Lujack,WSC,N,5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6,0.2,1.0,0.4,0.0,0.0
101,MAHNKJO01,1946,John,Mahnken,WSC,N,60,0.0,9.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.02,14.6,3.72,2.72,1.85,0.0,0.0
102,MANGIFR01,1946,Frank,Mangiapane,NYK,N,6,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.17,0.33,0.5,0.17,0.0,0.0
103,MARAVPE01,1946,Peter,Maravich,PIT,N,51,0.0,4.59,0.0,0.0,0.0,0.12,0.0,0.0,0.0,2.0,7.35,2.0,1.14,0.59,0.0,0.0
104,MARTIDO01,1946,Don,Martin,ST1,N,54,0.0,3.54,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.39,5.63,1.65,0.57,0.24,0.0,0.0
105,MARTIDO02,1946,Donald,Martin,PRO,N,60,0.0,12.22,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.63,17.03,5.18,2.8,1.85,0.0,0.0
106,MAUGHAR01,1946,Ariel,Maughan,DE1,N,59,0.0,9.02,0.0,0.0,0.0,0.97,0.0,0.0,0.0,3.05,15.75,3.8,1.93,1.42,0.0,0.0
107,MCCARHO01,1946,Howie,Mccarty,DE1,N,19,0.0,1.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.16,4.32,0.53,0.53,0.05,0.0,0.0
108,MCCARMI01,1946,Mike,Mccarron,TOR,N,60,0.0,10.82,0.0,0.0,0.0,0.98,0.0,0.0,0.0,3.07,13.97,3.93,4.8,2.95,0.0,0.0
109,MCKINHO01,1946,Horace,Mckinney,WSC,N,58,0.0,11.98,0.0,0.0,0.0,1.19,0.0,0.0,0.0,2.79,17.02,4.74,3.62,2.5,0.0,0.0
110,MEARNGE01,1946,George,Mearns,PRO,N,57,0.0,6.7,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2.4,8.39,2.25,3.07,2.21,0.0,0.0
111,MELVIED01,1946,Ed,Melvin,PIT,N,57,0.0,4.93,0.0,0.0,0.0,0.65,0.0,0.0,0.0,2.63,6.6,1.74,2.23,1.46,0.0,0.0
112,MIASEST01,1946,Stan,Miasek,DE1,N,60,0.0,14.92,0.0,0.0,0.0,1.55,0.0,0.0,0.0,3.47,19.23,5.52,6.42,3.88,0.0,0.0
113,MIHALZI01,1946,Zigmund,Mihalik,PIT,N,7,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.29,0.43,0.0,0.0,0.0,0.0
114,MILITNA01,1946,Nat,Militzok,TOT,N,57,0.0,4.28,0.0,0.0,0.0,0.74,0.0,0.0,0.0,2.11,6.02,1.58,1.96,1.12,0.0,0.0
115,MILITNA01,1946,Nat,Militzok,TO1,N,21,0.0,4.76,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.38,6.14,1.81,1.86,1.14,0.0,0.0
116,MILITNA01,1946,Nat,Militzok,NYK,N,36,0.0,4.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,2.53,5.94,1.44,2.03,1.11,0.0,0.0
117,MILLEHA01,1946,Harry,Miller,TOR,N,53,0.0,2.87,0.0,0.0,0.0,0.79,0.0,0.0,0.0,2.25,4.91,1.09,1.55,0.68,0.0,0.0
118,MILLEWA01,1946,Walt,Miller,PIT,N,12,0.0,1.92,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.33,1.75,0.58,1.5,0.75,0.0,0.0
119,MILLSJO01,1946,John,Mills,PIT,N,47,0.0,3.85,0.0,0.0,0.0,0.19,0.0,0.0,0.0,2.0,3.98,1.17,2.74,1.51,0.0,0.0
120,MOGUSLE01,1946,Leo,Mogus,TOT,N,58,0.0,12.98,0.0,0.0,0.0,1.45,0.0,0.0,0.0,3.03,15.16,4.47,5.6,4.05,0.0,0.0
121,MOGUSLE01,1946,Leo,Mogus,CL1,N,17,0.0,12.29,0.0,0.0,0.0,1.65,0.0,0.0,0.0,2.94,13.29,4.29,5.18,3.71,0.0,0.0
122,MOGUSLE01,1946,Leo,Mogus,TO1,N,41,0.0,13.27,0.0,0.0,0.0,1.37,0.0,0.0,0.0,3.07,15.93,4.54,5.78,4.2,0.0,0.0
123,MORGEEL01,1946,Elmo,Morgenthaler,PRO,N,11,0.0,1.36,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.27,1.18,0.36,1.09,0.64,0.0,0.0
124,MULLEBO01,1946,Bob,Mullens,NYK,N,26,0.0,2.92,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.23,4.0,1.04,1.31,0.85,0.0,0.0
125,MULLEBO01,1946,Bob,Mullens,TOT,N,54,0.0,5.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.74,8.24,2.31,1.89,1.19,0.0,0.0
126,MULLEBO01,1946,Bob,Mullens,TO1,N,28,0.0,8.5,0.0,0.0,0.0,1.29,0.0,0.0,0.0,2.21,12.18,3.5,2.43,1.5,0.0,0.0
127,MUNROGE01,1946,George,Munroe,ST1,N,59,0.0,7.02,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.54,10.56,2.78,2.25,1.46,0.0,0.0
128,MURPHDI01,1946,Dick,Murphy,TOT,N,31,0.0,1.1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.48,2.42,0.48,0.29,0.13,0.0,0.0
129,MURPHDI01,1946,Dick,Murphy,BOS,N,7,0.0,0.29,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.86,2.43,0.14,0.57,0.0,0.0,0.0
130,MURPHDI01,1946,Dick,Murphy,NYK,N,24,0.0,1.33,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.38,2.42,0.58,0.21,0.17,0.0,0.0
131,MURPHJO01,1946,John,Murphy,TOT,N,20,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.55,0.75,0.5,0.0,0.0
132,MURPHJO01,1946,John,Murphy,PH1,N,11,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.36,0.27,0.27,0.18,0.0,0.0
133,MURPHJO01,1946,John,Murphy,NYK,N,9,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.78,0.89,1.33,0.89,0.0,0.0
134,MUSIAN01,1946,Angelo,Musi,PH1,N,60,0.0,9.37,0.0,0.0,0.0,0.43,0.0,0.0,0.0,2.0,13.63,3.83,2.05,1.7,0.0,0.0
135,NEGRAAL01,1946,Al,Negratti,WSC,N,11,0.0,2.82,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.82,6.27,1.18,0.73,0.45,0.0,0.0
136,NORLAJO01,1946,Johnny,Norlander,WSC,N,60,0.0,10.43,0.0,0.0,0.0,0.83,0.0,0.0,0.0,2.03,11.63,3.72,4.6,3.0,0.0,0.0
137,NOSTRGE01,1946,George,Nostrand,TO1,N,13,0.0,8.92,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.69,10.46,3.54,4.69,1.85,0.0,0.0
138,NOSTRGE01,1946,George,Nostrand,TOT,N,61,0.0,7.9,0.0,0.0,0.0,0.51,0.0,0.0,0.0,2.38,10.75,3.15,3.44,1.61,0.0,0.0
139,NOSTRGE01,1946,George,Nostrand,CL1,N,48,0.0,7.62,0.0,0.0,0.0,0.44,0.0,0.0,0.0,2.56,10.83,3.04,3.1,1.54,0.0,0.0
140,NOSZKST01,1946,Stan,Noszka,PIT,N,58,0.0,8.74,0.0,0.0,0.0,0.67,0.0,0.0,0.0,2.81,11.95,3.43,2.71,1.88,0.0,0.0
141,OGRAFR01,1946,Francis,O'grady,WSC,N,55,0.0,2.69,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.09,4.2,1.0,0.96,0.69,0.0,0.0
142,OSHIGA01,1946,Garland,O'shields,CH1,N,9,0.0,0.44,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.89,1.22,0.22,0.22,0.0,0.0,0.0
143,PALMEJO01,1946,John,Palmer,NYK,N,42,0.0,9.55,0.0,0.0,0.0,0.81,0.0,0.0,0.0,2.62,12.4,3.81,2.88,1.93,0.0,0.0
144,PARRADO01,1946,Doyle,Parrack,CH1,N,58,0.0,4.69,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.33,7.12,1.9,1.38,0.9,0.0,0.0
145,PASSAMA01,1946,Marty,Passaglia,WSC,N,43,0.0,2.79,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1.02,5.14,1.19,0.74,0.42,0.0,0.0
146,PASTUGE01,1946,George,Pastushok,PRO,N,39,0.0,3.1,0.0,0.0,0.0,0.38,0.0,0.0,0.0,1.08,4.69,1.23,1.18,0.64,0.0,0.0
