,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm,count,gp_cumsum,avg_gp,minutes_cumsum,avg_minutes,pts_cumsum,avg_pts,oreb_cumsum,avg_oreb,dreb_cumsum,avg_dreb,reb_cumsum,avg_reb,asts_cumsum,avg_asts,stl_cumsum,avg_stl,blk_cumsum,avg_blk,turnover_cumsum,avg_turnover,pf_cumsum,avg_pf,fga_cumsum,avg_fga,fgm_cumsum,avg_fgm,fta_cumsum,avg_fta,ftm_cumsum,avg_ftm,tpa_cumsum,avg_tpa,tpm_cumsum,avg_tpm
14853,STEPHJO01,1996,Joe,Stephens,HOU,N,2,4.5,1.5,1.0,0.5,1.5,0.0,1.5,0.0,1.5,1.5,2.5,0.5,0.0,0.0,1.5,0.5,1,2,2.0,4.5,4.5,1.5,1.5,1.0,1.0,0.5,0.5,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,2.5,2.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5
14826,SCOTTSH01,1996,Shawnelle,Scott,CLE,N,16,3.12,1.25,0.5,0.5,1.0,0.0,0.0,0.19,0.0,0.38,1.0,0.5,0.69,0.25,0.0,0.0,1,16,16.0,3.12,3.12,1.25,1.25,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.38,0.38,1.0,1.0,0.5,0.5,0.69,0.69,0.25,0.25,0.0,0.0,0.0,0.0
14844,SNOWER01,1996,Eric,Snow,SEA,N,67,11.57,2.97,0.25,0.79,1.04,2.37,0.55,0.04,0.72,1.4,2.45,1.1,0.99,0.7,0.22,0.06,2,110,55.0,20.62,10.31,5.640000000000001,2.8200000000000003,0.45999999999999996,0.22999999999999998,1.58,0.79,2.04,1.02,4.07,2.035,1.2000000000000002,0.6000000000000001,0.04,0.02,1.6,0.8,2.63,1.315,4.78,2.39,2.08,1.04,2.13,1.065,1.37,0.685,0.45,0.225,0.11,0.055
14842,SMITHTO01,1996,Tony,Smith,CHA,N,69,18.71,5.01,0.55,0.81,1.36,2.17,0.7,0.28,1.06,1.59,4.88,2.0,0.86,0.55,1.43,0.46,4,187,46.75,66.53999999999999,16.634999999999998,19.98,4.995,2.01,0.5025,4.17,1.0425,6.18,1.545,10.03,2.5075,2.59,0.6475,0.8,0.2,4.4,1.1,6.99,1.7475,18.65,4.6625,7.87,1.9675,3.09,0.7725,1.8900000000000001,0.47250000000000003,7.22,1.805,2.36,0.59
14828,SEIKARO01,1996,Rony,Seikaly,ORL,N,74,35.34,17.26,3.7,5.77,9.47,1.24,0.66,1.45,2.95,3.72,12.26,6.22,6.76,4.82,0.04,0.0,2,138,69.0,63.67,31.835,29.380000000000003,14.690000000000001,6.29,3.145,10.969999999999999,5.484999999999999,17.27,8.635,2.35,1.175,1.28,0.64,2.5300000000000002,1.2650000000000001,5.76,2.88,7.140000000000001,3.5700000000000003,21.14,10.57,10.67,5.335,11.17,5.585,8.01,4.005,0.09,0.045,0.03,0.015
14829,SHAWBR01,1996,Brian,Shaw,ORL,N,77,24.25,7.17,0.61,1.91,2.52,4.14,0.87,0.34,2.21,2.56,6.7,2.45,1.82,1.44,2.52,0.82,2,152,76.0,46.64,23.32,13.780000000000001,6.890000000000001,1.38,0.69,4.12,2.06,5.51,2.755,8.620000000000001,4.3100000000000005,1.6400000000000001,0.8200000000000001,0.49,0.245,4.52,2.26,4.6899999999999995,2.3449999999999998,13.18,6.59,4.880000000000001,2.4400000000000004,3.34,1.67,2.65,1.325,4.4399999999999995,2.2199999999999998,1.37,0.685
14830,SIMMOLI01,1996,Lionel,Simmons,SAC,N,41,12.71,3.39,0.73,1.8,2.54,1.39,0.2,0.32,0.83,1.54,3.32,1.1,1.17,1.02,0.73,0.17,2,95,47.5,27.71,13.855,7.949999999999999,3.9749999999999996,1.49,0.745,3.73,1.865,5.23,2.615,2.9299999999999997,1.4649999999999999,0.77,0.385,0.69,0.345,1.77,0.885,3.1100000000000003,1.5550000000000002,7.34,3.67,2.6900000000000004,1.3450000000000002,2.5599999999999996,1.2799999999999998,2.04,1.02,1.67,0.835,0.52,0.26
14831,SIMPKDI01,1996,Dickey,Simpkins,CHI,N,48,8.23,1.9,0.75,1.17,1.92,0.65,0.1,0.1,0.73,0.92,1.94,0.65,0.83,0.58,0.08,0.02,2,108,54.0,19.65,9.825,5.5,2.75,1.85,0.925,2.67,1.335,4.52,2.26,1.28,0.64,0.25,0.125,0.23,0.115,1.6600000000000001,0.8300000000000001,2.22,1.11,4.609999999999999,2.3049999999999997,1.9300000000000002,0.9650000000000001,2.45,1.225,1.6,0.8,0.1,0.05,0.04,0.02
14832,SLATERE01,1996,Reggie,Slater,TOR,N,26,15.62,7.81,1.54,2.12,3.65,0.81,0.35,0.23,1.12,1.31,5.73,3.15,2.88,1.5,0.08,0.0,5,48,9.6,42.34,8.468,19.299999999999997,3.8599999999999994,2.98,0.596,6.2,1.24,9.18,1.8359999999999999,1.49,0.298,1.03,0.20600000000000002,1.25,0.25,4.4399999999999995,0.8879999999999999,5.5600000000000005,1.112,15.850000000000001,3.1700000000000004,8.34,1.668,5.4399999999999995,1.0879999999999999,2.6,0.52,0.08,0.016,0.0,0.0
14833,SMITHCH01,1996,Charles,Smith,SAS,N,19,17.32,4.63,0.95,2.47,3.42,0.74,0.68,1.16,1.16,2.32,4.42,1.79,1.37,1.05,0.05,0.0,4,165,41.25,88.35,22.0875,29.92,7.48,6.5200000000000005,1.6300000000000001,12.07,3.0175,18.59,4.6475,3.46,0.865,2.8000000000000003,0.7000000000000001,4.41,1.1025,5.51,1.3775,11.53,2.8825,28.39,7.0975,11.969999999999999,2.9924999999999997,7.99,1.9975,5.9,1.475,0.63,0.1575,0.08,0.02
14843,SMITSRI01,1996,Rik,Smits,IND,N,52,29.19,17.06,2.02,4.92,6.94,1.29,0.42,1.13,2.42,3.37,14.1,6.85,4.17,3.33,0.15,0.04,2,115,57.5,59.36,29.68,35.54,17.77,3.91,1.955,9.9,4.95,13.81,6.905,3.04,1.52,0.75,0.375,1.8399999999999999,0.9199999999999999,4.96,2.48,6.96,3.48,28.29,14.145,14.25,7.125,8.82,4.41,7.0,3.5,0.22999999999999998,0.11499999999999999,0.06,0.03
14834,SMITHJO01,1996,Joe,Smith,GSW,N,80,38.59,18.66,3.26,5.22,8.49,1.56,0.92,1.08,2.4,3.05,16.16,7.34,4.71,3.84,0.57,0.15,2,162,81.0,72.99000000000001,36.495000000000005,33.92,16.96,6.92,3.46,10.309999999999999,5.154999999999999,17.23,8.615,2.52,1.26,1.96,0.98,2.71,1.355,4.08,2.04,5.779999999999999,2.8899999999999997,28.65,14.325,13.059999999999999,6.529999999999999,9.49,4.745,7.54,3.77,0.9099999999999999,0.45499999999999996,0.27,0.135
14836,SMITHKE01,1996,Kenny,Smith,ORL,N,6,7.83,2.83,0.17,0.17,0.33,0.67,0.0,0.0,1.0,0.5,2.17,1.0,0.33,0.33,0.83,0.5,2,74,37.0,31.61,15.805,11.36,5.68,0.48,0.24,1.27,0.635,1.74,0.87,4.2700000000000005,2.1350000000000002,0.69,0.345,0.04,0.02,2.4699999999999998,1.2349999999999999,2.21,1.105,8.99,4.495,3.96,1.98,1.8900000000000001,0.9450000000000001,1.61,0.805,4.33,2.165,1.84,0.92
14837,SMITHKE01,1996,Kenny,Smith,DET,N,9,7.11,2.56,0.0,0.56,0.56,1.11,0.11,0.0,0.33,0.22,2.22,0.89,0.22,0.22,1.11,0.56,3,83,27.666666666666668,38.72,12.906666666666666,13.92,4.64,0.48,0.16,1.83,0.61,2.3,0.7666666666666666,5.380000000000001,1.7933333333333337,0.7999999999999999,0.26666666666666666,0.04,0.013333333333333334,2.8,0.9333333333333332,2.43,0.81,11.21,3.736666666666667,4.85,1.6166666666666665,2.11,0.7033333333333333,1.83,0.61,5.4399999999999995,1.8133333333333332,2.4000000000000004,0.8000000000000002
14838,SMITHKE01,1996,Kenny,Smith,DEN,N,33,19.82,7.88,0.09,1.03,1.12,3.09,0.55,0.0,1.88,0.76,6.24,2.64,1.24,1.06,3.64,1.55,4,116,29.0,58.540000000000006,14.635000000000002,21.799999999999997,5.449999999999999,0.5700000000000001,0.14250000000000002,2.8600000000000003,0.7150000000000001,3.42,0.855,8.47,2.1175,1.35,0.3375,0.04,0.01,4.68,1.17,3.19,0.7975,17.450000000000003,4.362500000000001,7.49,1.8725,3.35,0.8375,2.89,0.7225,9.08,2.27,3.95,0.9875
14839,SMITHMI01,1996,Michael,Smith,SAC,N,81,31.19,6.57,3.17,6.32,9.49,2.36,1.01,0.74,1.6,3.1,4.63,2.49,3.19,1.58,0.0,0.0,2,146,73.0,52.480000000000004,26.240000000000002,12.06,6.03,5.37,2.685,10.1,5.05,15.47,7.735,4.05,2.025,1.73,0.865,1.45,0.725,2.71,1.355,5.65,2.825,8.29,4.145,4.710000000000001,2.3550000000000004,5.91,2.955,2.63,1.315,0.02,0.01,0.02,0.01
14840,SMITHST01,1996,Steve,Smith,ATL,N,72,39.14,20.07,1.25,2.06,3.31,4.24,0.86,0.32,2.44,2.4,15.9,6.82,5.46,4.62,5.39,1.81,2,152,76.0,74.84,37.42,38.15,19.075,2.8,1.4,4.58,2.29,7.390000000000001,3.6950000000000003,7.04,3.52,1.71,0.855,0.53,0.265,4.33,2.165,4.99,2.495,30.189999999999998,15.094999999999999,13.0,6.5,10.27,5.135,8.6,4.3,10.68,5.34,3.56,1.78
14841,SMITHST02,1996,Stevin,Smith,DAL,N,8,7.5,1.75,0.25,1.0,1.25,0.5,0.12,0.0,0.5,1.12,2.25,0.75,0.12,0.12,0.75,0.12,1,8,8.0,7.5,7.5,1.75,1.75,0.25,0.25,1.0,1.0,1.25,1.25,0.5,0.5,0.12,0.12,0.0,0.0,0.5,0.5,1.12,1.12,2.25,2.25,0.75,0.75,0.12,0.12,0.12,0.12,0.75,0.75,0.12,0.12
14835,SMITHKE01,1996,Kenny,Smith,TOT,N,48,15.94,6.25,0.08,0.83,0.92,2.42,0.4,0.0,1.48,0.62,4.98,2.1,0.94,0.81,2.81,1.23,5,164,32.8,74.48,14.896,28.049999999999997,5.609999999999999,0.65,0.13,3.6900000000000004,0.7380000000000001,4.34,0.868,10.89,2.178,1.75,0.35,0.04,0.008,6.16,1.232,3.81,0.762,22.43,4.486,9.59,1.918,4.29,0.858,3.7,0.74,11.89,2.378,5.18,1.036
14647,LEGLETI01,1996,Tim,Legler,WA1,N,15,12.13,2.93,0.0,1.4,1.4,0.47,0.2,0.33,0.6,1.4,3.2,1.0,0.47,0.4,1.93,0.53,2,92,46.0,35.18,17.59,12.36,6.18,0.38,0.19,2.84,1.42,3.2199999999999998,1.6099999999999999,2.24,1.12,0.78,0.39,0.49,0.245,1.18,0.59,3.23,1.615,9.190000000000001,4.595000000000001,4.029999999999999,2.0149999999999997,2.46,1.23,2.11,1.055,5.12,2.56,2.19,1.095
14510,ELLISDA01,1996,Dale,Ellis,DEN,N,82,35.85,16.6,1.21,2.37,3.57,2.01,0.73,0.09,1.78,2.17,14.04,5.82,3.21,2.62,6.44,2.34,2,163,81.5,68.27000000000001,34.135000000000005,31.46,15.73,2.3,1.15,5.17,2.585,7.46,3.73,3.7299999999999995,1.8649999999999998,1.43,0.715,0.18,0.09,2.99,1.495,4.529999999999999,2.2649999999999997,25.88,12.94,11.49,5.745,5.42,2.71,4.3,2.15,10.93,5.465,4.1899999999999995,2.0949999999999998
14645,LECKNER01,1996,Eric,Leckner,CHA,N,1,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2,19,9.5,19.61,9.805,2.44,1.22,0.44,0.22,2.44,1.22,2.8899999999999997,1.4449999999999998,1.06,0.53,0.11,0.055,0.22,0.11,0.61,0.305,4.67,2.335,4.61,2.305,1.0,0.5,0.72,0.36,0.44,0.22,0.0,0.0,0.0,0.0
14451,CHILDRA01,1996,Randolph,Childress,POR,N,19,6.58,1.53,0.05,0.21,0.26,0.79,0.37,0.0,0.68,0.58,1.58,0.53,0.42,0.32,0.84,0.16,2,47,23.5,15.51,7.755,4.57,2.285,0.09,0.045,0.85,0.425,0.9400000000000001,0.47000000000000003,1.93,0.965,0.6599999999999999,0.32999999999999996,0.04,0.02,1.6800000000000002,0.8400000000000001,1.37,0.685,4.4,2.2,1.42,0.71,1.38,0.69,1.11,0.555,2.52,1.26,0.62,0.31
14452,CHILDRA01,1996,Randolph,Childress,DET,N,4,7.5,2.5,0.0,0.25,0.25,0.5,0.5,0.0,1.25,1.25,2.5,1.0,0.0,0.0,0.75,0.5,3,51,17.0,23.009999999999998,7.669999999999999,7.07,2.356666666666667,0.09,0.03,1.1,0.3666666666666667,1.19,0.39666666666666667,2.4299999999999997,0.8099999999999999,1.16,0.38666666666666666,0.04,0.013333333333333334,2.93,0.9766666666666667,2.62,0.8733333333333334,6.9,2.3000000000000003,2.42,0.8066666666666666,1.38,0.45999999999999996,1.11,0.37000000000000005,3.27,1.09,1.12,0.37333333333333335
14453,CHILDRA01,1996,Randolph,Childress,TOT,N,23,6.74,1.7,0.04,0.22,0.26,0.74,0.39,0.0,0.78,0.7,1.74,0.61,0.35,0.26,0.83,0.22,4,74,18.5,29.75,7.4375,8.77,2.1925,0.13,0.0325,1.32,0.33,1.4500000000000002,0.36250000000000004,3.17,0.7925,1.5499999999999998,0.38749999999999996,0.04,0.01,3.71,0.9275,3.3200000000000003,0.8300000000000001,8.64,2.16,3.03,0.7575,1.73,0.4325,1.37,0.3425,4.1,1.025,1.34,0.335
14454,CHRISDO01,1996,Doug,Christie,TOR,N,81,38.6,14.52,1.05,4.28,5.33,3.89,2.48,0.56,2.47,3.02,11.72,4.89,3.78,2.93,4.73,1.81,4,191,47.75,92.48,23.12,36.17,9.0425,2.83,0.7075,10.530000000000001,2.6325000000000003,13.36,3.34,9.99,2.4975,6.08,1.52,1.54,0.385,7.41,1.8525,10.48,2.62,29.27,7.3175,12.73,3.1825,8.65,2.1625,6.5,1.625,10.21,2.5525,4.2,1.05
14455,COLEMDE01,1996,Derrick,Coleman,PHI,N,57,36.88,18.11,2.75,7.3,10.05,3.39,0.88,1.32,3.23,2.88,14.67,6.39,6.4,4.77,2.09,0.56,2,68,34.0,63.61,31.805,29.29,14.645,3.9299999999999997,1.9649999999999999,12.66,6.33,16.6,8.3,6.21,3.105,1.24,0.62,2.23,1.115,5.779999999999999,2.8899999999999997,5.609999999999999,2.8049999999999997,25.4,12.7,10.75,5.375,9.31,4.655,6.59,3.295,4.0,2.0,1.2000000000000002,0.6000000000000001
14456,COLESBI01,1996,Bimbo,Coles,GSW,N,51,23.2,6.1,0.76,1.55,2.31,2.92,0.69,0.14,1.16,1.88,6.16,2.39,0.96,0.73,2.0,0.59,4,213,53.25,116.95,29.2375,37.74,9.435,2.4699999999999998,0.6174999999999999,8.94,2.235,11.42,2.855,18.16,4.54,4.13,1.0325,0.75,0.1875,7.3,1.825,11.06,2.765,34.019999999999996,8.504999999999999,13.76,3.44,8.2,2.05,6.47,1.6175,11.280000000000001,2.8200000000000003,3.75,0.9375
14450,CHILDCH01,1996,Chris,Childs,NYK,N,65,31.94,9.31,0.34,2.6,2.94,6.12,1.2,0.14,2.77,3.28,7.85,3.25,2.29,1.74,2.78,1.08,2,143,71.5,62.81,31.405,22.16,11.08,0.99,0.495,5.09,2.545,6.08,3.04,13.15,6.575,2.62,1.31,0.24000000000000002,0.12000000000000001,5.720000000000001,2.8600000000000003,6.43,3.215,17.82,8.91,7.4,3.7,6.1899999999999995,3.0949999999999998,5.06,2.53,6.1,3.05,2.3,1.15
14457,CONLOMA01,1996,Marty,Conlon,BOS,N,74,21.81,7.76,1.73,2.64,4.36,1.41,0.62,0.24,1.47,2.08,6.14,2.89,2.31,1.95,0.14,0.03,2,148,74.0,34.76,17.38,13.1,6.55,2.51,1.255,4.25,2.125,6.75,3.375,2.33,1.165,0.89,0.445,0.39,0.195,2.54,1.27,3.7800000000000002,1.8900000000000001,10.559999999999999,5.279999999999999,4.96,2.48,3.8,1.9,3.09,1.545,0.55,0.275,0.1,0.05
14459,COURTJO01,1996,Joe,Courtney,PHI,N,4,13.0,3.0,1.25,1.0,2.25,0.0,0.0,0.0,0.25,2.0,3.5,1.5,0.0,0.0,0.0,0.0,2,27,13.5,21.7,10.85,4.65,2.325,2.29,1.145,2.09,1.045,4.38,2.19,0.39,0.195,0.22,0.11,0.26,0.13,0.99,0.495,3.48,1.74,5.02,2.51,2.15,1.075,0.78,0.39,0.35,0.175,0.0,0.0,0.0,0.0
14460,COURTJO01,1996,Joe,Courtney,SAS,N,5,9.6,2.6,0.8,0.6,1.4,0.0,0.0,0.0,0.4,1.2,3.2,1.0,1.0,0.6,0.0,0.0,3,32,10.666666666666666,31.299999999999997,10.433333333333332,7.25,2.4166666666666665,3.09,1.03,2.69,0.8966666666666666,5.779999999999999,1.9266666666666665,0.39,0.13,0.22,0.07333333333333333,0.26,0.08666666666666667,1.3900000000000001,0.4633333333333334,4.68,1.5599999999999998,8.22,2.74,3.15,1.05,1.78,0.5933333333333334,0.95,0.31666666666666665,0.0,0.0,0.0,0.0
14461,COURTJO01,1996,Joe,Courtney,TOT,N,9,11.11,2.78,1.0,0.78,1.78,0.0,0.0,0.0,0.33,1.56,3.33,1.22,0.56,0.33,0.0,0.0,4,41,10.25,42.41,10.6025,10.03,2.5075,4.09,1.0225,3.47,0.8675,7.56,1.89,0.39,0.0975,0.22,0.055,0.26,0.065,1.72,0.43,6.24,1.56,11.55,2.8875,4.37,1.0925,2.34,0.585,1.28,0.32,0.0,0.0,0.0,0.0
14462,CROTTJO01,1996,John,Crotty,MIA,N,48,13.73,4.83,0.31,0.67,0.98,2.12,0.38,0.0,0.88,1.65,3.21,1.65,1.33,1.12,1.02,0.42,2,106,53.0,24.37,12.185,7.800000000000001,3.9000000000000004,0.65,0.325,1.26,0.63,1.9100000000000001,0.9550000000000001,3.88,1.94,0.76,0.38,0.1,0.05,1.76,0.88,2.6799999999999997,1.3399999999999999,5.18,2.59,2.53,1.265,2.5700000000000003,1.2850000000000001,2.1900000000000004,1.0950000000000002,1.49,0.745,0.56,0.28
14463,CUMMITE01,1996,Terry,Cummings,SEA,N,45,18.4,8.22,1.56,2.51,4.07,0.87,0.73,0.16,1.0,2.51,7.09,3.44,1.82,1.27,0.11,0.07,2,126,63.0,40.34,20.17,16.18,8.09,3.56,1.78,6.0,3.0,9.56,4.78,1.9700000000000002,0.9850000000000001,1.42,0.71,0.53,0.265,1.85,0.925,5.76,2.88,14.3,7.15,6.77,3.385,3.8,1.9,2.55,1.275,0.2,0.1,0.08,0.04
14464,CURETEA01,1996,Earl,Cureton,TOR,N,9,5.11,0.78,0.44,0.56,1.0,0.44,0.0,0.0,0.11,1.11,0.89,0.33,0.33,0.11,0.0,0.0,1,9,9.0,5.11,5.11,0.78,0.78,0.44,0.44,0.56,0.56,1.0,1.0,0.44,0.44,0.0,0.0,0.0,0.0,0.11,0.11,1.11,1.11,0.89,0.89,0.33,0.33,0.33,0.33,0.11,0.11,0.0,0.0,0.0,0.0
14458,CORBITY01,1996,Tyrone,Corbin,ATL,N,70,32.93,9.51,1.09,3.11,4.2,1.77,1.29,0.1,1.21,2.51,8.57,3.61,1.54,1.23,2.97,1.06,4,212,53.0,86.08,21.52,26.29,6.5725,4.53,1.1325,9.709999999999999,2.4274999999999998,14.24,3.56,5.24,1.31,3.87,0.9675,0.87,0.2175,3.94,0.985,8.86,2.215,22.98,5.745,9.91,2.4775,6.38,1.595,5.26,1.315,3.7300000000000004,0.9325000000000001,1.21,0.3025
14465,CURRYDE01,1996,Dell,Curry,CHA,N,68,30.56,14.82,0.59,2.51,3.1,1.74,0.88,0.21,1.37,2.16,12.29,5.65,2.09,1.68,4.35,1.85,2,150,75.0,59.47,29.735,29.36,14.68,1.42,0.71,4.9,2.45,6.32,3.16,3.8899999999999997,1.9449999999999998,2.2,1.1,0.51,0.255,2.96,1.48,4.27,2.135,24.17,12.085,11.030000000000001,5.515000000000001,4.18,2.09,3.46,1.73,9.3,4.65,3.85,1.925
14449,CHILCPE01,1996,Pete,Chilcutt,VAN,N,54,12.26,3.37,1.24,1.65,2.89,0.87,0.48,0.31,0.52,0.96,3.06,1.33,0.41,0.24,1.28,0.46,2,128,64.0,21.060000000000002,10.530000000000001,6.07,3.035,1.93,0.965,3.07,1.535,5.0,2.5,1.22,0.61,0.74,0.37,0.5,0.25,0.8200000000000001,0.41000000000000003,1.8399999999999999,0.9199999999999999,5.48,2.74,2.3200000000000003,1.1600000000000001,0.76,0.38,0.47,0.235,2.6,1.3,0.96,0.48
14447,CHAPMRE01,1996,Rex,Chapman,PHO,N,65,28.2,13.82,0.38,2.4,2.78,2.8,0.8,0.11,1.48,1.66,11.52,5.11,2.29,1.91,4.83,1.69,2,121,60.5,61.5,30.75,27.86,13.93,0.77,0.385,4.6,2.3,5.369999999999999,2.6849999999999996,5.76,2.88,1.6,0.8,0.29,0.145,2.8899999999999997,1.4449999999999998,3.75,1.875,23.64,11.82,10.27,5.135,4.3100000000000005,2.1550000000000002,3.3899999999999997,1.6949999999999998,10.85,5.425,3.92,1.96
14433,CAMBYMA01,1996,Marcus,Camby,TOR,N,63,30.11,14.84,2.08,4.17,6.25,1.54,1.05,2.06,2.13,3.4,12.35,5.95,4.19,2.9,0.22,0.03,1,63,63.0,30.11,30.11,14.84,14.84,2.08,2.08,4.17,4.17,6.25,6.25,1.54,1.54,1.05,1.05,2.06,2.06,2.13,2.13,3.4,3.4,12.35,12.35,5.95,5.95,4.19,4.19,2.9,2.9,0.22,0.22,0.03,0.03
14434,CAMPBEL01,1996,Elden,Campbell,LAL,N,77,32.68,14.91,2.69,5.3,7.99,1.64,0.6,1.52,1.69,3.58,12.23,5.74,4.81,3.42,0.05,0.01,2,159,79.5,65.59,32.795,28.85,14.425,4.67,2.335,10.92,5.46,15.59,7.795,3.8499999999999996,1.9249999999999998,1.67,0.835,4.109999999999999,2.0549999999999997,3.36,1.68,7.24,3.62,23.060000000000002,11.530000000000001,11.190000000000001,5.595000000000001,9.07,4.535,6.46,3.23,0.11,0.055,0.01,0.005
14435,CARRAN01,1996,Antoine,Carr,UTA,N,82,17.8,7.35,0.73,1.65,2.38,0.9,0.29,0.77,0.91,2.61,6.37,3.07,1.55,1.21,0.04,0.0,2,162,81.0,36.95,18.475,14.6,7.3,1.62,0.81,3.26,1.63,4.88,2.44,1.82,0.91,0.6399999999999999,0.31999999999999995,1.58,0.79,1.8900000000000001,0.9450000000000001,5.79,2.895,12.75,6.375,5.98,2.99,3.35,1.675,2.63,1.315,0.08,0.04,0.0,0.0
14436,CARRCH01,1996,Chris,Carr,MIN,N,55,15.09,6.13,0.56,1.49,2.05,0.87,0.44,0.18,0.67,1.69,4.93,2.27,1.33,1.02,1.6,0.56,2,115,57.5,24.92,12.46,10.129999999999999,5.0649999999999995,1.01,0.505,2.74,1.37,3.75,1.875,1.5899999999999999,0.7949999999999999,0.61,0.305,0.26,0.13,1.34,0.67,2.9699999999999998,1.4849999999999999,8.55,4.275,3.77,1.885,2.33,1.165,1.8399999999999999,0.9199999999999999,2.3,1.15,0.74,0.37
14437,CARRUJI01,1996,Jimmy,Carruth,MIL,N,4,5.25,1.25,0.0,1.0,1.0,0.0,0.0,0.5,0.25,1.0,0.75,0.5,0.25,0.25,0.0,0.0,1,4,4.0,5.25,5.25,1.25,1.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,1.0,1.0,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
14438,CASSESA01,1996,Sam,Cassell,DAL,N,16,24.88,12.31,0.88,2.25,3.12,3.56,1.06,0.38,2.56,3.0,10.31,4.38,3.12,2.62,3.06,0.94,2,77,38.5,52.45,26.225,26.83,13.415,1.72,0.86,4.5,2.25,6.2,3.1,8.12,4.06,1.9300000000000002,0.9650000000000001,0.45,0.225,5.13,2.565,5.720000000000001,2.8600000000000003,21.1,10.55,9.120000000000001,4.5600000000000005,7.79,3.895,6.470000000000001,3.2350000000000003,6.5,3.25,2.1399999999999997,1.0699999999999998
14448,CHEANCA01,1996,Calbert,Cheaney,WA1,N,79,30.52,10.59,0.89,2.51,3.39,1.44,0.97,0.23,1.19,2.86,9.24,4.67,1.73,1.2,0.38,0.05,2,149,74.5,63.72,31.86,25.66,12.83,1.85,0.925,4.97,2.485,6.800000000000001,3.4000000000000004,3.64,1.82,1.93,0.965,0.49,0.245,3.0300000000000002,1.5150000000000001,5.79,2.895,22.17,11.085,10.76,5.38,4.79,2.395,3.3600000000000003,1.6800000000000002,2.58,1.29,0.79,0.395
14439,CASSESA01,1996,Sam,Cassell,NJN,N,23,33.78,19.35,0.91,2.65,3.57,6.48,1.61,0.3,2.91,3.74,16.39,7.26,3.35,2.78,5.22,2.04,3,100,33.333333333333336,86.23,28.743333333333336,46.18,15.393333333333333,2.63,0.8766666666666666,7.15,2.3833333333333333,9.77,3.2566666666666664,14.6,4.866666666666666,3.54,1.18,0.75,0.25,8.04,2.6799999999999997,9.46,3.1533333333333338,37.49,12.496666666666668,16.38,5.46,11.14,3.7133333333333334,9.25,3.0833333333333335,11.719999999999999,3.9066666666666663,4.18,1.3933333333333333
14441,CASSESA01,1996,Sam,Cassell,TOT,N,61,28.1,15.85,0.77,2.21,2.98,5.0,1.26,0.31,2.75,3.28,12.84,5.52,4.11,3.48,3.79,1.33,4,161,40.25,114.33000000000001,28.582500000000003,62.03,15.5075,3.4,0.85,9.36,2.34,12.75,3.1875,19.6,4.9,4.800000000000001,1.2000000000000002,1.06,0.265,10.79,2.6975,12.74,3.185,50.33,12.5825,21.9,5.475,15.25,3.8125,12.73,3.1825,15.51,3.8775,5.51,1.3775
14442,CAUSWDU01,1996,Duane,Causwell,SAC,N,46,12.63,2.57,1.24,1.52,2.76,0.43,0.33,0.83,0.74,2.85,2.04,1.04,0.8,0.43,0.07,0.04,2,119,59.5,26.93,13.465,5.99,2.995,2.42,1.21,3.74,1.87,6.16,3.08,0.7,0.35,0.7,0.35,1.9,0.95,1.47,0.735,5.220000000000001,2.6100000000000003,5.0,2.5,2.27,1.135,2.12,1.06,1.39,0.695,0.08,0.04,0.04,0.02
14443,CEBALCE01,1996,Cedric,Ceballos,LAL,N,8,34.88,10.75,1.38,5.25,6.62,1.88,0.62,0.75,2.12,2.38,10.38,4.25,1.88,1.62,2.62,0.62,2,86,43.0,68.57,34.285,31.98,15.99,4.14,2.07,9.370000000000001,4.6850000000000005,13.49,6.745,3.41,1.705,1.83,0.915,1.03,0.515,4.26,2.13,4.23,2.115,25.8,12.9,12.43,6.215,7.12,3.56,5.84,2.92,4.98,2.49,1.27,0.635
14444,CEBALCE01,1996,Cedric,Ceballos,PHO,N,42,27.31,15.31,2.17,4.43,6.6,1.17,0.67,0.4,1.62,2.24,12.71,5.9,4.07,3.0,1.93,0.5,3,128,42.666666666666664,95.88,31.959999999999997,47.29,15.763333333333334,6.31,2.103333333333333,13.8,4.6000000000000005,20.09,6.696666666666666,4.58,1.5266666666666666,2.5,0.8333333333333334,1.4300000000000002,0.47666666666666674,5.880000000000001,1.9600000000000002,6.470000000000001,2.1566666666666667,38.510000000000005,12.836666666666668,18.33,6.109999999999999,11.190000000000001,3.7300000000000004,8.84,2.9466666666666668,6.91,2.3033333333333332,1.77,0.59
