,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm,count,gp_cumsum,avg_gp,minutes_cumsum,avg_minutes,pts_cumsum,avg_pts,oreb_cumsum,avg_oreb,dreb_cumsum,avg_dreb,reb_cumsum,avg_reb,asts_cumsum,avg_asts,stl_cumsum,avg_stl,blk_cumsum,avg_blk,turnover_cumsum,avg_turnover,pf_cumsum,avg_pf,fga_cumsum,avg_fga,fgm_cumsum,avg_fgm,fta_cumsum,avg_fta,ftm_cumsum,avg_ftm,tpa_cumsum,avg_tpa,tpm_cumsum,avg_tpm
18124,FRANCST01,2003,Steve,Francis,HOU,N,79,40.43,16.58,1.47,4.01,5.48,6.24,1.76,0.44,3.72,3.25,14.14,5.7,5.51,4.27,3.16,0.92,5,374,74.8,198.47,39.694,97.17,19.434,9.57,1.9140000000000001,21.34,4.268,30.9,6.18,31.83,6.366,8.04,1.6079999999999999,2.16,0.43200000000000005,18.57,3.714,15.79,3.158,77.76,15.552000000000001,33.45,6.69,30.48,6.096,24.07,4.814,18.03,3.6060000000000003,6.21,1.242
18091,DICKADA01,2003,Dan,Dickau,TOT,N,43,6.84,2.21,0.16,0.44,0.6,0.88,0.4,0.0,0.6,1.02,2.28,0.86,0.33,0.26,0.7,0.23,4,136,34.0,30.91,7.7275,10.3,2.575,0.66,0.165,1.99,0.4975,2.66,0.665,4.36,1.09,1.4700000000000002,0.36750000000000005,0.04,0.01,2.88,0.72,4.4,1.1,10.26,2.565,3.9699999999999998,0.9924999999999999,1.51,0.3775,1.2,0.3,3.3499999999999996,0.8374999999999999,1.15,0.2875
18126,GADZUDA01,2003,Dan,Gadzuric,MIL,N,75,16.8,5.65,1.68,2.93,4.61,0.37,0.68,1.4,0.6,2.48,4.65,2.44,1.57,0.77,0.01,0.0,2,124,62.0,32.31,16.155,9.100000000000001,4.550000000000001,3.0300000000000002,1.5150000000000001,5.6,2.8,8.629999999999999,4.3149999999999995,0.55,0.275,1.1300000000000001,0.5650000000000001,2.46,1.23,1.15,0.575,5.029999999999999,2.5149999999999997,7.61,3.805,3.87,1.935,2.71,1.355,1.3599999999999999,0.6799999999999999,0.03,0.015,0.0,0.0
18145,GRANTHO01,2003,Horace,Grant,LAL,N,55,20.11,4.05,1.44,2.8,4.24,1.29,0.44,0.38,0.53,1.27,4.07,1.67,0.98,0.71,0.02,0.0,9,545,60.55555555555556,276.25,30.694444444444443,80.86,8.984444444444444,20.23,2.247777777777778,40.11,4.456666666666667,60.35,6.705555555555556,17.29,1.921111111111111,7.65,0.8500000000000001,6.98,0.7755555555555556,7.36,0.8177777777777778,17.68,1.9644444444444444,72.64,8.071111111111112,34.64,3.848888888888889,16.07,1.7855555555555556,11.55,1.2833333333333334,0.43,0.04777777777777778,0.03,0.003333333333333333
18146,GRANTPA01,2003,Paul,Grant,UTA,N,10,9.8,2.5,0.7,1.0,1.7,0.3,0.1,0.1,0.7,1.7,2.3,1.1,0.8,0.3,0.0,0.0,4,22,5.5,16.47,4.1175,4.67,1.1675,1.12,0.28,1.0,0.25,2.12,0.53,0.3,0.075,0.77,0.1925,0.1,0.025,1.78,0.445,3.37,0.8425,5.3,1.325,2.18,0.545,0.8,0.2,0.3,0.075,0.0,0.0,0.0,0.0
18147,GREENWI01,2003,Willie,Green,PHI,N,53,14.47,6.87,0.3,0.92,1.23,1.0,0.49,0.09,1.11,1.57,6.74,2.7,1.53,1.11,1.15,0.36,1,53,53.0,14.47,14.47,6.87,6.87,0.3,0.3,0.92,0.92,1.23,1.23,1.0,1.0,0.49,0.49,0.09,0.09,1.11,1.11,1.57,1.57,6.74,6.74,2.7,2.7,1.53,1.53,1.11,1.11,1.15,1.15,0.36,0.36
18148,GRIFFAD01,2003,Adrian,Griffin,HOU,N,19,7.0,0.58,0.05,0.95,1.0,0.53,0.37,0.11,0.16,0.89,0.95,0.26,0.21,0.0,0.11,0.05,5,267,53.4,84.67,16.934,20.98,4.196,4.8,0.96,10.86,2.1719999999999997,15.67,3.134,6.85,1.3699999999999999,4.72,0.944,0.72,0.144,3.2199999999999998,0.6439999999999999,9.56,1.9120000000000001,19.63,3.9259999999999997,8.5,1.7,4.22,0.844,3.13,0.626,2.74,0.548,0.8300000000000001,0.166
18149,GUGLITO01,2003,Tom,Gugliotta,UTA,N,25,20.6,3.72,2.0,3.24,5.24,1.68,0.68,0.32,0.76,1.88,4.16,1.56,0.8,0.56,0.12,0.04,9,450,50.0,265.85,29.53888888888889,108.83,12.092222222222222,18.419999999999998,2.0466666666666664,42.96,4.773333333333333,61.36,6.817777777777778,21.91,2.4344444444444444,10.63,1.1811111111111112,5.49,0.61,17.47,1.941111111111111,21.92,2.4355555555555557,92.72,10.302222222222222,42.61,4.734444444444445,28.41,3.1566666666666667,22.69,2.5211111111111113,3.54,0.3933333333333333,0.91,0.10111111111111111
18150,GUGLITO01,2003,Tom,Gugliotta,TOT,N,55,14.89,2.93,1.18,2.2,3.38,1.15,0.56,0.22,0.71,1.45,3.69,1.27,0.51,0.36,0.07,0.02,10,505,50.5,280.74,28.074,111.76,11.176,19.599999999999998,1.9599999999999997,45.16,4.516,64.74,6.473999999999999,23.06,2.306,11.19,1.119,5.71,0.571,18.18,1.818,23.37,2.337,96.41,9.641,43.88,4.388,28.92,2.8920000000000003,23.05,2.305,3.61,0.361,0.93,0.093
18151,GUGLITO01,2003,Tom,Gugliotta,PHO,N,30,10.13,2.27,0.5,1.33,1.83,0.7,0.47,0.13,0.67,1.1,3.3,1.03,0.27,0.2,0.03,0.0,11,535,48.63636363636363,290.87,26.44272727272727,114.03,10.366363636363637,20.099999999999998,1.8272727272727272,46.49,4.2263636363636365,66.57,6.051818181818181,23.759999999999998,2.1599999999999997,11.66,1.06,5.84,0.5309090909090909,18.85,1.7136363636363638,24.47,2.2245454545454546,99.71,9.064545454545454,44.910000000000004,4.082727272727273,29.19,2.653636363636364,23.25,2.1136363636363638,3.64,0.33090909090909093,0.93,0.08454545454545455
18152,HAISLMA01,2003,Marcus,Haislip,MIL,N,31,8.48,3.0,0.68,1.03,1.71,0.13,0.19,0.39,0.29,0.81,2.39,1.16,0.9,0.65,0.06,0.03,2,70,35.0,19.79,9.895,7.13,3.565,1.2200000000000002,0.6100000000000001,1.85,0.925,3.0700000000000003,1.5350000000000001,0.36,0.18,0.37,0.185,0.8500000000000001,0.42500000000000004,0.8300000000000001,0.41500000000000004,2.2199999999999998,1.1099999999999999,6.3100000000000005,3.1550000000000002,2.8499999999999996,1.4249999999999998,1.87,0.935,1.32,0.66,0.37,0.185,0.11,0.055
18153,HAMDA01,2003,Darvin,Ham,DET,N,54,8.96,1.78,0.87,0.85,1.72,0.3,0.24,0.15,0.57,1.17,1.39,0.69,0.65,0.39,0.04,0.02,9,406,45.111111111111114,111.57,12.396666666666667,26.97,2.9966666666666666,10.15,1.1277777777777778,10.59,1.1766666666666667,20.74,2.304444444444444,4.93,0.5477777777777777,4.01,0.44555555555555554,3.28,0.3644444444444444,7.33,0.8144444444444444,16.07,1.7855555555555556,18.86,2.0955555555555554,10.32,1.1466666666666667,12.33,1.37,6.21,0.69,0.31,0.034444444444444444,0.1,0.011111111111111112
18154,HAMILRI01,2003,Richard,Hamilton,DET,N,78,35.54,17.63,1.0,2.58,3.58,3.97,1.32,0.22,2.69,2.85,14.95,6.79,4.38,3.81,0.87,0.23,5,372,74.4,154.37,30.874000000000002,84.38,16.875999999999998,4.73,0.9460000000000001,11.02,2.2039999999999997,15.76,3.152,13.61,2.722,4.05,0.8099999999999999,0.81,0.162,10.99,2.198,12.65,2.5300000000000002,72.37,14.474,31.82,6.364,22.13,4.426,18.94,3.7880000000000003,5.94,1.1880000000000002,1.77,0.354
18155,HAMILZE01,2003,Zendon,Hamilton,PHI,N,45,10.51,3.76,1.09,2.16,3.24,0.29,0.18,0.18,0.6,1.64,2.11,1.13,2.13,1.49,0.0,0.0,4,105,26.25,36.54,9.135,14.76,3.69,4.46,1.115,7.48,1.87,11.93,2.9825,0.55,0.1375,0.9,0.225,0.51,0.1275,2.71,0.6775,5.57,1.3925,11.32,2.83,4.38,1.095,8.82,2.205,6.02,1.505,0.0,0.0,0.0,0.0
18156,HANDLBE01,2003,Ben,Handlogten,UTA,N,17,10.12,4.0,1.29,1.94,3.24,0.35,0.18,0.24,0.59,1.88,2.76,1.47,1.59,1.06,0.0,0.0,1,17,17.0,10.12,10.12,4.0,4.0,1.29,1.29,1.94,1.94,3.24,3.24,0.35,0.35,0.18,0.18,0.24,0.24,0.59,0.59,1.88,1.88,2.76,2.76,1.47,1.47,1.59,1.59,1.06,1.06,0.0,0.0,0.0,0.0
18157,HANSETR01,2003,Travis,Hansen,ATL,N,41,12.37,3.0,0.73,0.98,1.71,0.46,0.24,0.22,0.37,1.63,3.17,1.12,0.66,0.54,0.73,0.22,1,41,41.0,12.37,12.37,3.0,3.0,0.73,0.73,0.98,0.98,1.71,1.71,0.46,0.46,0.24,0.24,0.22,0.22,0.37,0.37,1.63,1.63,3.17,3.17,1.12,1.12,0.66,0.66,0.54,0.54,0.73,0.73,0.22,0.22
18158,HARDAAN01,2003,Anfernee,Hardaway,NYK,N,42,29.02,9.6,1.0,3.5,4.5,1.88,1.0,0.29,1.55,1.93,9.71,3.79,2.12,1.64,1.05,0.38,10,488,48.8,327.95,32.795,141.98000000000002,14.198000000000002,11.79,1.1789999999999998,33.16,3.316,44.95,4.495,43.46,4.346,14.84,1.484,4.6,0.45999999999999996,21.62,2.162,21.58,2.158,120.98,12.098,52.82,5.282,38.54,3.854,29.66,2.966,21.490000000000002,2.149,6.7,0.67
18125,FULLEHI01,2003,Hiram,Fuller,ATL,N,4,10.75,2.0,1.0,1.75,2.75,0.5,0.0,0.25,1.0,1.25,2.0,0.75,1.5,0.5,0.0,0.0,1,4,4.0,10.75,10.75,2.0,2.0,1.0,1.0,1.75,1.75,2.75,2.75,0.5,0.5,0.0,0.0,0.25,0.25,1.0,1.0,1.25,1.25,2.0,2.0,0.75,0.75,1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0
18144,GRANTBR01,2003,Brian,Grant,MIA,N,76,30.3,8.74,2.29,4.61,6.89,0.91,0.67,0.46,1.08,3.34,8.07,3.8,1.45,1.13,0.01,0.0,9,586,65.11111111111111,267.88,29.764444444444443,99.34,11.037777777777778,23.240000000000002,2.5822222222222226,47.86,5.317777777777778,71.11,7.901111111111111,11.94,1.3266666666666667,5.8100000000000005,0.6455555555555557,6.58,0.7311111111111112,15.74,1.748888888888889,28.9,3.211111111111111,79.19,8.79888888888889,38.33,4.2588888888888885,29.34,3.26,22.59,2.51,0.32,0.035555555555555556,0.07,0.007777777777777778
18143,GOODEDR01,2003,Drew,Gooden,ORL,N,79,27.01,11.57,2.03,4.51,6.53,1.13,0.78,0.91,1.59,2.48,10.49,4.67,3.32,2.11,0.53,0.11,4,219,54.75,108.46000000000001,27.115000000000002,49.78,12.445,9.469999999999999,2.3674999999999997,17.78,4.445,27.23,6.8075,4.609999999999999,1.1524999999999999,3.08,0.77,2.52,0.63,8.16,2.04,9.99,2.4975,43.46,10.865,20.0,5.0,13.15,3.2875,9.18,2.295,2.23,0.5575,0.5800000000000001,0.14500000000000002
18159,HARDAAN01,2003,Anfernee,Hardaway,TOT,N,76,27.57,9.2,0.91,2.87,3.78,2.32,0.92,0.26,1.41,1.92,8.93,3.67,1.82,1.46,1.04,0.39,11,564,51.27272727272727,355.52,32.32,151.18,13.743636363636364,12.7,1.1545454545454545,36.03,3.2754545454545454,48.73,4.43,45.78,4.161818181818182,15.76,1.4327272727272726,4.86,0.44181818181818183,23.03,2.0936363636363637,23.5,2.1363636363636362,129.91,11.81,56.49,5.135454545454546,40.36,3.669090909090909,31.12,2.829090909090909,22.53,2.0481818181818183,7.09,0.6445454545454545
18141,GOLDWAN01,2003,Anthony,Goldwire,NJN,N,6,3.17,0.67,0.0,0.17,0.17,0.17,0.33,0.0,0.17,0.0,1.33,0.33,0.0,0.0,0.33,0.0,10,300,30.0,132.48,13.248,44.41,4.441,1.35,0.135,7.78,0.778,9.129999999999999,0.9129999999999999,19.82,1.982,4.36,0.43600000000000005,0.19,0.019,8.67,0.867,10.64,1.064,39.15,3.915,15.44,1.544,10.14,1.014,7.73,0.773,15.27,1.527,5.8100000000000005,0.5810000000000001
18127,GAINERE01,2003,Reece,Gaines,ORL,N,38,9.58,1.82,0.21,0.82,1.03,1.05,0.29,0.05,0.47,0.58,2.26,0.66,0.66,0.42,0.26,0.08,1,38,38.0,9.58,9.58,1.82,1.82,0.21,0.21,0.82,0.82,1.03,1.03,1.05,1.05,0.29,0.29,0.05,0.05,0.47,0.47,0.58,0.58,2.26,2.26,0.66,0.66,0.66,0.66,0.42,0.42,0.26,0.26,0.08,0.08
18128,GARCIAL01,2003,Alex,Garcia,SAS,N,2,6.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,3.5,0.5,1.0,0.5,0.0,0.0,1,2,2.0,6.5,6.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,3.5,3.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0
18129,GARNEKE01,2003,Kevin,Garnett,MIN,N,82,39.4,24.23,2.99,10.9,13.89,4.99,1.46,2.17,2.59,2.46,19.65,9.8,5.67,4.49,0.52,0.13,9,693,77.0,343.39,38.154444444444444,180.04,20.004444444444445,25.32,2.8133333333333335,71.58,7.953333333333333,96.89,10.765555555555556,39.55,4.394444444444444,12.68,1.4088888888888889,16.009999999999998,1.7788888888888887,23.22,2.58,23.11,2.5677777777777777,150.46,16.71777777777778,73.25,8.13888888888889,41.9,4.655555555555555,31.79,3.532222222222222,5.75,0.6388888888888888,1.74,0.19333333333333333
18130,GARRIPA01,2003,Pat,Garrity,ORL,N,2,11.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.5,0.5,0.0,0.0,0.0,0.0,6,360,60.0,125.61,20.935,44.82,7.47,3.73,0.6216666666666667,11.52,1.92,15.239999999999998,2.5399999999999996,5.07,0.8450000000000001,2.64,0.44,1.1099999999999999,0.18499999999999997,4.24,0.7066666666666667,14.19,2.3649999999999998,39.35,6.558333333333334,16.7,2.783333333333333,6.220000000000001,1.0366666666666668,4.91,0.8183333333333334,15.78,2.63,6.52,1.0866666666666667
18142,GOLDWAN01,2003,Anthony,Goldwire,TOT,N,11,7.73,1.55,0.09,0.55,0.64,1.0,0.45,0.0,0.27,0.45,2.0,0.64,0.09,0.09,0.73,0.18,11,311,28.272727272727273,140.21,12.746363636363638,45.96,4.178181818181819,1.44,0.1309090909090909,8.33,0.7572727272727273,9.77,0.8881818181818182,20.82,1.8927272727272728,4.8100000000000005,0.4372727272727273,0.19,0.017272727272727273,8.94,0.8127272727272726,11.09,1.008181818181818,41.15,3.7409090909090907,16.08,1.4618181818181817,10.23,0.93,7.82,0.7109090909090909,16.0,1.4545454545454546,5.99,0.5445454545454546
18132,GEORGDE01,2003,Devean,George,LAL,N,82,23.79,7.37,1.06,2.99,4.05,1.37,0.99,0.46,1.07,2.3,6.96,2.84,1.17,0.89,2.27,0.79,5,343,68.6,85.1,17.02,27.63,5.526,4.47,0.8939999999999999,10.690000000000001,2.1380000000000003,15.170000000000002,3.0340000000000003,4.58,0.916,3.1,0.62,1.84,0.368,3.8,0.76,9.73,1.9460000000000002,26.28,5.256,10.219999999999999,2.0439999999999996,5.96,1.192,4.31,0.8619999999999999,8.41,1.682,2.8600000000000003,0.5720000000000001
18133,GILLED01,2003,Eddie,Gill,POR,N,22,7.14,2.27,0.18,0.59,0.77,0.73,0.41,0.05,0.55,0.73,1.64,0.68,0.91,0.77,0.36,0.14,3,53,17.666666666666668,42.839999999999996,14.28,12.19,4.0633333333333335,0.48,0.16,2.62,0.8733333333333334,3.1100000000000003,1.0366666666666668,5.859999999999999,1.9533333333333331,1.39,0.4633333333333333,0.3,0.09999999999999999,3.2800000000000002,1.0933333333333335,3.5,1.1666666666666667,10.76,3.5866666666666664,4.38,1.46,3.23,1.0766666666666667,2.62,0.8733333333333334,2.44,0.8133333333333334,0.8200000000000001,0.2733333333333334
18131,GASOLPA01,2003,Pau,Gasol,MEM,N,78,31.51,17.71,2.64,5.05,7.69,2.54,0.56,1.69,2.4,2.37,13.45,6.49,6.55,4.68,0.19,0.05,3,242,80.66666666666667,104.16000000000001,34.720000000000006,54.24,18.080000000000002,7.88,2.6266666666666665,17.490000000000002,5.830000000000001,25.37,8.456666666666667,8.05,2.6833333333333336,1.47,0.49,5.55,1.8499999999999999,7.73,2.5766666666666667,7.43,2.4766666666666666,40.04,13.346666666666666,20.15,6.716666666666666,19.259999999999998,6.419999999999999,13.870000000000001,4.623333333333334,0.37,0.12333333333333334,0.07,0.023333333333333334
18135,GINOBEM01,2003,Emmanuel,Ginobili,SAS,N,77,29.35,12.82,1.12,3.35,4.47,3.78,1.77,0.21,2.09,2.35,10.25,4.29,3.87,3.1,3.18,1.14,2,146,73.0,50.09,25.045,20.43,10.215,1.8000000000000003,0.9000000000000001,5.0,2.5,6.8,3.4,5.779999999999999,2.8899999999999997,3.16,1.58,0.45999999999999996,0.22999999999999998,3.54,1.77,4.8100000000000005,2.4050000000000002,16.0,8.0,6.8100000000000005,3.4050000000000002,6.35,3.175,4.93,2.465,5.32,2.66,1.88,0.94
18136,GIRICGO01,2003,Gordan,Giricek,UTA,N,25,24.24,13.52,0.56,1.92,2.48,1.68,0.6,0.2,1.6,1.84,11.88,5.12,3.08,2.72,1.56,0.56,4,177,44.25,112.31,28.0775,51.33,12.8325,2.0700000000000003,0.5175000000000001,10.57,2.6425,12.62,3.155,7.39,1.8475,2.8400000000000003,0.7100000000000001,0.5,0.125,7.32,1.83,8.09,2.0225,44.25,11.0625,19.25,4.8125,10.48,2.62,8.79,2.1975,11.899999999999999,2.9749999999999996,4.0600000000000005,1.0150000000000001
18137,GIRICGO01,2003,Gordan,Giricek,TOT,N,73,27.93,11.33,0.7,2.4,3.1,1.67,0.77,0.21,1.41,1.97,9.92,4.33,2.16,1.85,2.08,0.82,5,250,50.0,140.24,28.048000000000002,62.66,12.532,2.77,0.554,12.97,2.5940000000000003,15.719999999999999,3.1439999999999997,9.059999999999999,1.8119999999999998,3.6100000000000003,0.7220000000000001,0.71,0.142,8.73,1.746,10.06,2.012,54.17,10.834,23.58,4.715999999999999,12.64,2.528,10.64,2.128,13.98,2.7960000000000003,4.88,0.976
18138,GIRICGO01,2003,Gordan,Giricek,ORL,N,48,29.85,10.19,0.77,2.65,3.42,1.67,0.85,0.21,1.31,2.04,8.9,3.92,1.69,1.4,2.35,0.96,6,298,49.666666666666664,170.09,28.348333333333333,72.85,12.141666666666666,3.54,0.59,15.620000000000001,2.6033333333333335,19.14,3.19,10.73,1.7883333333333333,4.46,0.7433333333333333,0.9199999999999999,0.15333333333333332,10.04,1.6733333333333331,12.1,2.0166666666666666,63.07,10.511666666666667,27.5,4.583333333333333,14.33,2.388333333333333,12.04,2.0066666666666664,16.33,2.7216666666666662,5.84,0.9733333333333333
18139,GLOVEDI01,2003,Dion,Glover,TOR,N,69,23.81,8.99,0.06,3.8,3.86,1.88,0.72,0.28,1.48,1.78,8.54,3.33,2.26,1.74,1.72,0.58,5,287,57.4,100.85,20.169999999999998,40.07,8.014,2.71,0.542,11.49,2.298,14.209999999999999,2.8419999999999996,7.38,1.476,3.83,0.766,1.04,0.20800000000000002,6.16,1.232,7.86,1.572,36.949999999999996,7.389999999999999,15.13,3.0260000000000002,9.8,1.9600000000000002,7.35,1.47,7.76,1.552,2.43,0.48600000000000004
18140,GOLDWAN01,2003,Anthony,Goldwire,MIN,N,5,13.2,2.6,0.2,1.0,1.2,2.0,0.6,0.0,0.4,1.0,2.8,1.0,0.2,0.2,1.2,0.4,12,316,26.333333333333332,153.41,12.784166666666666,48.56,4.046666666666667,1.6400000000000001,0.1366666666666667,9.33,0.7775,10.969999999999999,0.9141666666666666,22.82,1.9016666666666666,5.41,0.45083333333333336,0.19,0.015833333333333335,9.34,0.7783333333333333,12.09,1.0075,43.95,3.6625,17.08,1.4233333333333331,10.43,0.8691666666666666,8.02,0.6683333333333333,17.2,1.4333333333333333,6.390000000000001,0.5325000000000001
18134,GILLKE01,2003,Kendall,Gill,CHI,N,56,25.2,9.62,1.09,2.3,3.39,1.59,1.16,0.29,1.48,1.91,9.79,3.84,2.43,1.79,0.68,0.16,11,617,56.09090909090909,345.71,31.428181818181816,137.55,12.504545454545456,13.64,1.24,33.4,3.036363636363636,47.09,4.280909090909091,34.47,3.1336363636363633,17.16,1.56,4.53,0.41181818181818186,19.74,1.7945454545454544,28.67,2.6063636363636364,124.44,11.312727272727273,52.5,4.7727272727272725,37.87,3.4427272727272724,28.55,2.5954545454545457,13.28,1.2072727272727273,3.97,0.3609090909090909
18913,ODOMLA01,2004,Lamar,Odom,LAL,N,64,36.25,15.23,2.09,8.11,10.2,3.72,0.66,1.02,2.52,3.3,12.09,5.72,4.66,3.23,1.83,0.56,6,374,62.333333333333336,216.2,36.03333333333333,93.74000000000001,15.623333333333335,9.899999999999999,1.6499999999999997,38.34,6.390000000000001,48.239999999999995,8.04,26.67,4.445,5.54,0.9233333333333333,6.85,1.1416666666666666,18.53,3.0883333333333334,20.48,3.4133333333333336,78.29,13.048333333333334,34.7,5.783333333333334,27.77,4.628333333333333,19.78,3.296666666666667,15.41,2.5683333333333334,4.5600000000000005,0.7600000000000001
18914,OKAFOEM01,2004,Emeka,Okafor,CHR,N,73,35.6,15.14,3.77,7.12,10.89,0.88,0.85,1.71,1.71,2.93,13.74,6.14,4.7,2.86,0.01,0.0,1,73,73.0,35.6,35.6,15.14,15.14,3.77,3.77,7.12,7.12,10.89,10.89,0.88,0.88,0.85,0.85,1.71,1.71,1.71,1.71,2.93,2.93,13.74,13.74,6.14,6.14,4.7,4.7,2.86,2.86,0.01,0.01,0.0,0.0
18915,OKURME01,2004,Mehmet,Okur,UTA,N,82,28.1,12.85,2.37,5.15,7.51,2.02,0.39,0.83,1.72,2.77,9.22,4.32,4.72,4.01,0.77,0.21,3,225,75.0,69.32,23.106666666666666,29.32,9.773333333333333,6.24,2.08,11.86,3.953333333333333,18.09,6.03,3.98,1.3266666666666667,1.25,0.4166666666666667,2.26,0.7533333333333333,4.06,1.3533333333333333,7.029999999999999,2.3433333333333333,22.73,7.576666666666667,10.36,3.453333333333333,9.48,3.16,7.619999999999999,2.5399999999999996,3.0100000000000002,1.0033333333333334,0.99,0.33
18916,OLLIEKE01,2004,Kevin,Ollie,PHI,N,26,6.08,1.08,0.12,0.62,0.73,0.73,0.19,0.0,0.23,0.62,1.19,0.42,0.35,0.23,0.0,0.0,16,619,38.6875,219.07,13.691875,55.76,3.485,3.23,0.201875,19.68,1.23,22.89,1.430625,31.27,1.954375,7.58,0.47375,0.5800000000000001,0.036250000000000004,12.07,0.754375,17.79,1.111875,46.89,2.930625,18.25,1.140625,26.27,1.641875,19.09,1.193125,0.5,0.03125,0.16,0.01
18917,OLOWOMI01,2004,Michael,Olowokandi,MIN,N,62,19.6,5.94,1.71,3.52,5.23,0.47,0.24,0.9,1.1,3.11,5.69,2.6,1.11,0.74,0.0,0.0,7,428,61.142857142857146,196.76000000000002,28.10857142857143,62.97,8.995714285714286,14.29,2.0414285714285714,37.17,5.3100000000000005,51.46,7.351428571428571,5.0600000000000005,0.722857142857143,3.21,0.4585714285714286,10.77,1.5385714285714285,13.43,1.9185714285714286,21.96,3.1371428571428575,62.46,8.922857142857143,27.08,3.8685714285714283,14.68,2.097142857142857,8.81,1.2585714285714287,0.0,0.0,0.0,0.0
18918,ONEAJE01,2004,Jermaine,O'Neal,IND,N,44,34.77,24.27,1.93,6.89,8.82,1.86,0.57,2.0,2.98,3.93,19.41,8.77,8.89,6.7,0.14,0.02,9,562,62.44444444444444,222.68,24.742222222222225,112.08,12.453333333333333,17.49,1.9433333333333331,44.08,4.897777777777778,61.57,6.841111111111111,9.91,1.1011111111111112,3.9699999999999998,0.44111111111111106,14.719999999999999,1.6355555555555554,14.64,1.6266666666666667,23.59,2.621111111111111,92.97,10.33,42.980000000000004,4.775555555555556,37.55,4.172222222222222,25.93,2.881111111111111,0.98,0.10888888888888888,0.15,0.016666666666666666
18926,PARGOJA01,2004,Jannero,Pargo,CHI,N,32,14.16,6.38,0.38,1.09,1.47,2.38,0.5,0.03,1.41,1.66,6.66,2.56,0.72,0.53,2.06,0.72,6,128,21.333333333333332,85.25999999999999,14.209999999999999,33.7,5.616666666666667,1.52,0.25333333333333335,5.57,0.9283333333333333,7.09,1.1816666666666666,12.66,2.11,2.79,0.465,0.86,0.14333333333333334,7.84,1.3066666666666666,9.29,1.5483333333333331,34.7,5.783333333333334,13.600000000000001,2.266666666666667,3.79,0.6316666666666667,3.16,0.5266666666666667,10.16,1.6933333333333334,3.33,0.555
18920,OSTERGR01,2004,Greg,Ostertag,SAC,N,56,9.93,1.55,0.98,2.0,2.98,0.66,0.12,0.71,0.43,1.57,1.5,0.66,0.68,0.23,0.04,0.0,10,696,69.6,198.12,19.812,47.370000000000005,4.737,19.52,1.952,35.980000000000004,3.5980000000000003,55.5,5.55,5.41,0.541,2.56,0.256,17.53,1.7530000000000001,8.94,0.8939999999999999,24.689999999999998,2.469,37.22,3.722,18.03,1.8030000000000002,19.88,1.988,11.33,1.133,0.13,0.013000000000000001,0.01,0.001
18921,OUTLABO01,2004,Charles,Outlaw,PHO,N,39,5.49,0.74,0.41,0.95,1.36,0.33,0.15,0.31,0.21,0.74,0.87,0.31,0.23,0.13,0.0,0.0,10,721,72.1,233.49,23.349,55.15,5.515,18.54,1.8539999999999999,31.48,3.148,50.05,5.005,17.13,1.7129999999999999,9.49,0.9490000000000001,13.13,1.3130000000000002,12.35,1.2349999999999999,23.24,2.324,39.53,3.9530000000000003,22.3,2.23,20.35,2.035,10.52,1.052,0.44000000000000006,0.044000000000000004,0.03,0.003
18922,OUTLATR01,2004,Travis,Outlaw,POR,N,59,13.44,5.41,0.68,1.37,2.05,0.59,0.51,0.68,0.66,1.31,4.53,2.25,1.27,0.83,0.17,0.07,2,67,33.5,15.82,7.91,6.41,3.205,0.93,0.465,1.62,0.81,2.55,1.275,0.71,0.355,0.63,0.315,0.68,0.34,0.78,0.39,1.4300000000000002,0.7150000000000001,5.41,2.705,2.63,1.315,1.77,0.885,1.08,0.54,0.17,0.085,0.07,0.035
18923,PACHUZA01,2004,Zaza,Pachulia,MIL,N,74,18.88,6.19,1.77,3.34,5.11,0.81,0.59,0.46,0.95,2.24,4.78,2.16,2.5,1.86,0.01,0.0,2,133,66.5,30.13,15.065,9.48,4.74,2.94,1.47,5.12,2.56,8.06,4.03,1.03,0.515,0.95,0.475,0.66,0.33,1.5299999999999998,0.7649999999999999,3.71,1.855,7.75,3.875,3.31,1.655,4.03,2.015,2.84,1.42,0.01,0.005,0.0,0.0
18924,PADGESC01,2004,Scott,Padgett,HOU,N,66,14.27,4.17,0.71,2.09,2.8,0.83,0.5,0.15,0.45,1.8,3.53,1.48,0.61,0.44,1.91,0.76,6,355,59.166666666666664,70.99,11.831666666666665,24.59,4.098333333333334,5.2,0.8666666666666667,10.41,1.735,15.629999999999999,2.605,4.09,0.6816666666666666,2.3,0.3833333333333333,1.1099999999999999,0.18499999999999997,3.44,0.5733333333333334,8.66,1.4433333333333334,21.41,3.5683333333333334,8.95,1.4916666666666665,5.13,0.855,3.8,0.6333333333333333,7.43,1.2383333333333333,2.91,0.48500000000000004
